	highly_variable
ENSG00000121853	False
ENSG00000121858	True
ENSG00000121864	False
ENSG00000121871	False
ENSG00000121879	False
ENSG00000121892	False
ENSG00000121895	True
ENSG00000121897	False
ENSG00000121898	False
ENSG00000121900	True
ENSG00000121903	False
ENSG00000121904	True
ENSG00000121905	False
ENSG00000121931	True
ENSG00000121940	False
ENSG00000121957	False
ENSG00000121964	False
ENSG00000121966	False
ENSG00000121988	False
ENSG00000121989	False
ENSG00000122008	False
ENSG00000122012	False
ENSG00000122025	False
ENSG00000122026	False
ENSG00000122033	False
ENSG00000122034	False
ENSG00000122035	False
ENSG00000122042	False
ENSG00000122068	False
ENSG00000122085	False
ENSG00000122121	True
ENSG00000122122	False
ENSG00000122126	True
ENSG00000122133	False
ENSG00000122136	True
ENSG00000122140	False
ENSG00000122145	False
ENSG00000122176	False
ENSG00000122180	False
ENSG00000122188	False
ENSG00000122194	False
ENSG00000122203	False
ENSG00000122218	False
ENSG00000122223	False
ENSG00000122224	False
ENSG00000122254	True
ENSG00000122257	False
ENSG00000122299	False
ENSG00000122304	True
ENSG00000122335	False
ENSG00000122359	True
ENSG00000122367	False
ENSG00000122375	False
ENSG00000122376	True
ENSG00000122378	True
ENSG00000122386	False
ENSG00000122390	False
ENSG00000122406	False
ENSG00000122417	True
ENSG00000122420	True
ENSG00000122435	False
ENSG00000122477	False
ENSG00000122481	False
ENSG00000122482	False
ENSG00000122483	False
ENSG00000122484	False
ENSG00000122490	False
ENSG00000122507	False
ENSG00000122512	False
ENSG00000122515	False
ENSG00000122543	False
ENSG00000122545	False
ENSG00000122547	False
ENSG00000122550	False
ENSG00000122557	False
ENSG00000122565	False
ENSG00000122566	False
ENSG00000122574	False
ENSG00000122584	False
ENSG00000122585	False
ENSG00000122591	True
ENSG00000122592	True
ENSG00000122641	True
ENSG00000122642	True
ENSG00000122643	False
ENSG00000122644	True
ENSG00000122674	False
ENSG00000122678	False
ENSG00000122679	True
ENSG00000122687	False
ENSG00000122691	True
ENSG00000122692	False
ENSG00000122694	True
ENSG00000122696	False
ENSG00000122705	False
ENSG00000122707	True
ENSG00000122711	True
ENSG00000122728	False
ENSG00000122729	False
ENSG00000122733	False
ENSG00000122735	False
ENSG00000122741	False
ENSG00000122756	False
ENSG00000122778	False
ENSG00000122779	False
ENSG00000122783	False
ENSG00000122786	True
ENSG00000122787	False
ENSG00000122852	True
ENSG00000122859	True
ENSG00000122861	True
ENSG00000122862	True
ENSG00000122863	True
ENSG00000122870	True
ENSG00000122873	False
ENSG00000122877	False
ENSG00000122882	False
ENSG00000122884	True
ENSG00000122912	False
ENSG00000122952	True
ENSG00000122958	False
ENSG00000122965	False
ENSG00000122966	False
ENSG00000122970	False
ENSG00000122971	True
ENSG00000122986	False
ENSG00000123064	False
ENSG00000123066	False
ENSG00000123080	True
ENSG00000123091	False
ENSG00000123094	True
ENSG00000123095	True
ENSG00000123096	False
ENSG00000123104	False
ENSG00000123106	True
ENSG00000123119	False
ENSG00000123124	False
ENSG00000123130	True
ENSG00000123131	False
ENSG00000123136	False
ENSG00000123143	True
ENSG00000123144	False
ENSG00000123146	True
ENSG00000123154	False
ENSG00000123159	False
ENSG00000123165	False
ENSG00000123171	False
ENSG00000123178	False
ENSG00000123179	True
ENSG00000123191	False
ENSG00000123200	False
ENSG00000123213	False
ENSG00000123219	False
ENSG00000123240	True
ENSG00000123243	True
ENSG00000123268	False
ENSG00000123297	False
ENSG00000123307	False
ENSG00000123329	False
ENSG00000123338	False
ENSG00000123342	False
ENSG00000123349	False
ENSG00000123352	False
ENSG00000123353	False
ENSG00000123358	True
ENSG00000123360	False
ENSG00000123364	True
ENSG00000123374	False
ENSG00000123384	True
ENSG00000123388	False
ENSG00000123395	False
ENSG00000123405	False
ENSG00000123411	False
ENSG00000123415	False
ENSG00000123416	False
ENSG00000123427	False
ENSG00000123444	False
ENSG00000123453	False
ENSG00000123454	False
ENSG00000123472	False
ENSG00000123473	False
ENSG00000123485	True
ENSG00000123496	True
ENSG00000123500	False
ENSG00000123505	False
ENSG00000123545	False
ENSG00000123552	False
ENSG00000123560	False
ENSG00000123561	True
ENSG00000123562	False
ENSG00000123569	False
ENSG00000123570	False
ENSG00000123572	True
ENSG00000123575	False
ENSG00000123576	True
ENSG00000123584	True
ENSG00000123594	True
ENSG00000123595	False
ENSG00000123600	False
ENSG00000123607	False
ENSG00000123609	True
ENSG00000123610	True
ENSG00000123612	False
ENSG00000123636	False
ENSG00000123643	False
ENSG00000123684	False
ENSG00000123685	False
ENSG00000123689	True
ENSG00000123700	False
ENSG00000123728	False
ENSG00000123737	False
ENSG00000123739	False
ENSG00000123810	False
ENSG00000123815	False
ENSG00000123836	False
ENSG00000123838	True
ENSG00000123843	True
ENSG00000123892	True
ENSG00000123901	False
ENSG00000123908	False
ENSG00000123933	True
ENSG00000123975	False
ENSG00000123977	False
ENSG00000123983	False
ENSG00000123989	True
ENSG00000123992	False
ENSG00000123999	False
ENSG00000124003	False
ENSG00000124006	True
ENSG00000124019	False
ENSG00000124067	True
ENSG00000124074	True
ENSG00000124089	False
ENSG00000124091	False
ENSG00000124092	True
ENSG00000124098	True
ENSG00000124102	True
ENSG00000124103	False
ENSG00000124104	False
ENSG00000124107	True
ENSG00000124116	False
ENSG00000124120	False
ENSG00000124126	False
ENSG00000124134	False
ENSG00000124140	True
ENSG00000124143	False
ENSG00000124145	True
ENSG00000124151	False
ENSG00000124155	False
ENSG00000124157	True
ENSG00000124159	False
ENSG00000124160	False
ENSG00000124164	False
ENSG00000124171	False
ENSG00000124172	False
ENSG00000124177	False
ENSG00000124181	True
ENSG00000124191	True
ENSG00000124193	False
ENSG00000124194	False
ENSG00000124196	True
ENSG00000124198	False
ENSG00000124201	False
ENSG00000124203	True
ENSG00000124205	True
ENSG00000124207	False
ENSG00000124209	False
ENSG00000124212	False
ENSG00000124214	False
ENSG00000124215	False
ENSG00000124216	False
ENSG00000124217	False
ENSG00000124222	False
ENSG00000124225	True
ENSG00000124226	False
ENSG00000124227	False
ENSG00000124228	False
ENSG00000124232	False
ENSG00000124233	True
ENSG00000124237	False
ENSG00000124243	True
ENSG00000124249	False
ENSG00000124251	False
ENSG00000124253	True
ENSG00000124256	False
ENSG00000124257	False
ENSG00000124260	True
ENSG00000124275	False
ENSG00000124279	False
ENSG00000124299	False
ENSG00000124302	False
ENSG00000124313	True
ENSG00000124333	True
ENSG00000124334	False
ENSG00000124343	True
ENSG00000124356	False
ENSG00000124357	False
ENSG00000124370	False
ENSG00000124374	False
ENSG00000124380	False
ENSG00000124383	False
ENSG00000124391	False
ENSG00000124406	False
ENSG00000124422	False
ENSG00000124429	True
ENSG00000124440	False
ENSG00000124444	False
ENSG00000124449	False
ENSG00000124459	False
ENSG00000124466	True
ENSG00000124467	True
ENSG00000124469	False
ENSG00000124479	True
ENSG00000124486	False
ENSG00000124490	False
ENSG00000124491	True
ENSG00000124493	False
ENSG00000124496	False
ENSG00000124507	False
ENSG00000124508	True
ENSG00000124523	False
ENSG00000124532	False
ENSG00000124535	False
ENSG00000124541	False
ENSG00000124557	False
ENSG00000124562	False
ENSG00000124564	True
ENSG00000124568	True
ENSG00000124570	True
ENSG00000124571	False
ENSG00000124574	False
ENSG00000124575	False
ENSG00000124587	True
ENSG00000124588	True
ENSG00000124593	False
ENSG00000124596	False
ENSG00000124602	False
ENSG00000124608	False
ENSG00000124610	False
ENSG00000124613	False
ENSG00000124614	False
ENSG00000124615	True
ENSG00000124635	True
ENSG00000124641	False
ENSG00000124657	False
ENSG00000124659	False
ENSG00000124664	False
ENSG00000124678	False
ENSG00000124688	False
ENSG00000124701	False
ENSG00000124702	False
ENSG00000124713	False
ENSG00000124721	False
ENSG00000124731	False
ENSG00000124733	False
ENSG00000124743	False
ENSG00000124749	False
ENSG00000124762	True
ENSG00000124766	True
ENSG00000124767	False
ENSG00000124772	False
ENSG00000124780	True
ENSG00000124782	False
ENSG00000124783	False
ENSG00000124784	False
ENSG00000124785	True
ENSG00000124786	False
ENSG00000124787	False
ENSG00000124788	True
ENSG00000124789	False
ENSG00000124795	False
ENSG00000124802	False
ENSG00000124812	False
ENSG00000124813	True
ENSG00000124818	False
ENSG00000124827	False
ENSG00000124831	False
ENSG00000124839	True
ENSG00000124875	True
ENSG00000124882	True
ENSG00000124900	True
ENSG00000124920	True
ENSG00000124935	False
ENSG00000124939	False
ENSG00000124942	True
ENSG00000125037	False
ENSG00000125046	False
ENSG00000125084	False
ENSG00000125089	True
ENSG00000125107	False
ENSG00000125122	False
ENSG00000125124	False
ENSG00000125144	True
ENSG00000125148	True
ENSG00000125149	False
ENSG00000125166	False
ENSG00000125170	True
ENSG00000125207	True
ENSG00000125245	False
ENSG00000125246	False
ENSG00000125247	False
ENSG00000125249	False
ENSG00000125255	True
ENSG00000125257	True
ENSG00000125266	True
ENSG00000125304	False
ENSG00000125319	False
ENSG00000125337	False
ENSG00000125347	True
ENSG00000125351	False
ENSG00000125352	False
ENSG00000125354	True
ENSG00000125355	False
ENSG00000125356	False
ENSG00000125363	True
ENSG00000125375	False
ENSG00000125378	True
ENSG00000125384	False
ENSG00000125386	False
ENSG00000125388	False
ENSG00000125398	True
ENSG00000125409	False
ENSG00000125414	False
ENSG00000125430	False
ENSG00000125434	False
ENSG00000125445	False
ENSG00000125447	False
ENSG00000125449	False
ENSG00000125450	False
ENSG00000125454	False
ENSG00000125457	False
ENSG00000125458	False
ENSG00000125459	False
ENSG00000125462	False
ENSG00000125482	False
ENSG00000125484	False
ENSG00000125485	False
ENSG00000125492	False
ENSG00000125498	True
ENSG00000125503	False
ENSG00000125505	False
ENSG00000125508	False
ENSG00000125520	True
ENSG00000125522	False
ENSG00000125531	False
ENSG00000125533	False
ENSG00000125534	True
ENSG00000125538	False
ENSG00000125551	False
ENSG00000125571	False
ENSG00000125611	True
ENSG00000125618	True
ENSG00000125629	False
ENSG00000125630	False
ENSG00000125633	False
ENSG00000125637	True
ENSG00000125648	True
ENSG00000125650	False
ENSG00000125651	False
ENSG00000125652	False
ENSG00000125656	False
ENSG00000125657	True
ENSG00000125675	True
ENSG00000125676	False
ENSG00000125686	False
ENSG00000125691	False
ENSG00000125703	False
ENSG00000125726	True
ENSG00000125730	True
ENSG00000125731	True
ENSG00000125733	True
ENSG00000125734	False
ENSG00000125735	False
ENSG00000125740	True
ENSG00000125741	False
ENSG00000125743	False
ENSG00000125744	False
ENSG00000125746	True
ENSG00000125753	False
ENSG00000125755	False
ENSG00000125772	False
ENSG00000125775	False
ENSG00000125779	False
ENSG00000125780	False
ENSG00000125787	False
ENSG00000125788	False
ENSG00000125798	True
ENSG00000125810	False
ENSG00000125812	False
ENSG00000125813	False
ENSG00000125814	False
ENSG00000125815	False
ENSG00000125817	False
ENSG00000125818	False
ENSG00000125820	True
ENSG00000125821	True
ENSG00000125823	False
ENSG00000125826	False
ENSG00000125827	True
ENSG00000125831	False
ENSG00000125834	False
ENSG00000125835	False
ENSG00000125841	True
ENSG00000125843	False
ENSG00000125844	True
ENSG00000125845	False
ENSG00000125846	False
ENSG00000125848	False
ENSG00000125850	True
ENSG00000125851	False
ENSG00000125861	False
ENSG00000125863	True
ENSG00000125864	False
ENSG00000125868	True
ENSG00000125869	False
ENSG00000125870	False
ENSG00000125871	False
ENSG00000125872	False
ENSG00000125875	False
ENSG00000125877	False
ENSG00000125878	True
ENSG00000125879	False
ENSG00000125885	False
ENSG00000125888	True
ENSG00000125895	False
ENSG00000125898	False
ENSG00000125900	False
ENSG00000125901	False
ENSG00000125903	False
ENSG00000125910	False
ENSG00000125912	False
ENSG00000125931	False
ENSG00000125944	False
ENSG00000125945	False
ENSG00000125952	False
ENSG00000125962	True
ENSG00000125965	True
ENSG00000125966	False
ENSG00000125967	False
ENSG00000125968	True
ENSG00000125970	False
ENSG00000125971	False
ENSG00000125975	False
ENSG00000125977	False
ENSG00000125991	False
ENSG00000125995	False
ENSG00000125998	False
ENSG00000125999	True
ENSG00000126001	False
ENSG00000126003	False
ENSG00000126010	False
ENSG00000126012	False
ENSG00000126016	True
ENSG00000126062	True
ENSG00000126067	False
ENSG00000126070	False
ENSG00000126088	False
ENSG00000126091	False
ENSG00000126106	False
ENSG00000126107	False
ENSG00000126214	False
ENSG00000126215	False
ENSG00000126216	False
ENSG00000126217	True
ENSG00000126218	False
ENSG00000126226	False
ENSG00000126231	False
ENSG00000126233	True
ENSG00000126243	False
ENSG00000126246	False
ENSG00000126247	False
ENSG00000126249	False
ENSG00000126254	False
ENSG00000126259	False
ENSG00000126261	False
ENSG00000126262	True
ENSG00000126264	False
ENSG00000126266	False
ENSG00000126267	False
ENSG00000126337	False
ENSG00000126351	False
ENSG00000126353	False
ENSG00000126368	False
ENSG00000126391	False
ENSG00000126432	False
ENSG00000126453	True
ENSG00000126456	False
ENSG00000126457	False
ENSG00000126458	True
ENSG00000126460	False
ENSG00000126461	False
ENSG00000126464	False
ENSG00000126467	False
ENSG00000126500	False
ENSG00000126522	False
ENSG00000126524	False
ENSG00000126545	True
ENSG00000126549	False
ENSG00000126550	True
ENSG00000126561	False
ENSG00000126562	False
ENSG00000126581	False
ENSG00000126583	False
ENSG00000126602	False
ENSG00000126603	False
ENSG00000126653	False
ENSG00000126698	False
ENSG00000126705	False
ENSG00000126709	True
ENSG00000126733	True
ENSG00000126746	False
ENSG00000126749	False
ENSG00000126752	True
ENSG00000126756	False
ENSG00000126759	False
ENSG00000126767	False
ENSG00000126768	False
ENSG00000126773	False
ENSG00000126775	False
ENSG00000126777	False
ENSG00000126778	False
ENSG00000126785	True
ENSG00000126787	False
ENSG00000126790	False
ENSG00000126803	True
ENSG00000126804	False
ENSG00000126814	False
ENSG00000126821	False
ENSG00000126822	True
ENSG00000126838	False
ENSG00000126856	False
ENSG00000126858	False
ENSG00000126860	False
ENSG00000126861	False
ENSG00000126870	False
ENSG00000126878	True
ENSG00000126882	False
ENSG00000126883	False
ENSG00000126890	True
ENSG00000126895	False
ENSG00000126903	False
ENSG00000126934	False
ENSG00000126945	False
ENSG00000126947	True
ENSG00000126950	True
ENSG00000126952	False
ENSG00000126953	False
ENSG00000126970	True
ENSG00000127022	False
ENSG00000127054	False
ENSG00000127074	False
ENSG00000127080	False
ENSG00000127081	False
ENSG00000127083	False
ENSG00000127084	False
ENSG00000127124	False
ENSG00000127125	False
ENSG00000127129	False
ENSG00000127152	False
ENSG00000127184	False
ENSG00000127191	False
ENSG00000127220	True
ENSG00000127241	False
ENSG00000127249	False
ENSG00000127252	False
ENSG00000127311	False
ENSG00000127314	False
ENSG00000127318	True
ENSG00000127324	False
ENSG00000127325	False
ENSG00000127328	True
ENSG00000127329	False
ENSG00000127334	False
ENSG00000127337	False
ENSG00000127362	False
ENSG00000127364	False
ENSG00000127366	False
ENSG00000127377	False
ENSG00000127399	True
ENSG00000127412	False
ENSG00000127415	True
ENSG00000127418	True
ENSG00000127419	False
ENSG00000127423	False
ENSG00000127445	False
ENSG00000127452	False
ENSG00000127463	False
ENSG00000127472	False
ENSG00000127481	False
ENSG00000127483	False
ENSG00000127507	False
ENSG00000127511	False
ENSG00000127515	False
ENSG00000127526	False
ENSG00000127527	False
ENSG00000127528	False
ENSG00000127529	False
ENSG00000127530	False
ENSG00000127533	False
ENSG00000127540	False
ENSG00000127554	False
ENSG00000127561	False
ENSG00000127564	False
ENSG00000127578	False
ENSG00000127580	False
ENSG00000127585	False
ENSG00000127586	False
ENSG00000127588	False
ENSG00000127603	True
ENSG00000127616	True
ENSG00000127663	False
ENSG00000127666	False
ENSG00000127720	False
ENSG00000127743	False
ENSG00000127774	False
ENSG00000127780	True
ENSG00000127804	False
ENSG00000127824	True
ENSG00000127831	False
ENSG00000127837	False
ENSG00000127838	False
ENSG00000127863	True
ENSG00000127870	False
ENSG00000127884	False
ENSG00000127903	True
ENSG00000127914	False
ENSG00000127920	True
ENSG00000127922	False
ENSG00000127928	False
ENSG00000127946	True
ENSG00000127947	False
ENSG00000127948	False
ENSG00000127951	False
ENSG00000127952	False
ENSG00000127954	True
ENSG00000127955	True
ENSG00000127980	False
ENSG00000127989	True
ENSG00000127990	True
ENSG00000127993	False
ENSG00000127995	False
ENSG00000128000	False
ENSG00000128011	False
ENSG00000128016	True
ENSG00000128039	False
ENSG00000128040	False
ENSG00000128045	False
ENSG00000128050	False
ENSG00000128052	True
ENSG00000128059	False
ENSG00000128159	False
ENSG00000128165	False
ENSG00000128185	False
ENSG00000128191	False
ENSG00000128203	False
ENSG00000128218	False
ENSG00000128228	True
ENSG00000128242	False
ENSG00000128245	False
ENSG00000128250	False
ENSG00000128253	False
ENSG00000128266	False
ENSG00000128268	False
ENSG00000128271	False
ENSG00000128272	False
ENSG00000128274	True
ENSG00000128276	False
ENSG00000128283	True
ENSG00000128284	True
ENSG00000128285	False
ENSG00000128294	False
ENSG00000128298	False
ENSG00000128309	True
ENSG00000128310	False
ENSG00000128311	True
ENSG00000128313	False
ENSG00000128322	False
ENSG00000128335	True
ENSG00000128340	True
ENSG00000128342	True
ENSG00000128346	False
ENSG00000128383	False
ENSG00000128394	False
ENSG00000128408	True
ENSG00000128422	True
ENSG00000128463	False
ENSG00000128482	False
ENSG00000128487	True
ENSG00000128510	True
ENSG00000128512	False
ENSG00000128513	False
ENSG00000128519	False
ENSG00000128524	False
ENSG00000128534	False
ENSG00000128536	False
ENSG00000128563	False
ENSG00000128564	False
ENSG00000128567	True
ENSG00000128573	False
ENSG00000128578	False
ENSG00000128581	False
ENSG00000128585	False
ENSG00000128590	False
ENSG00000128591	True
ENSG00000128594	False
ENSG00000128595	True
ENSG00000128596	False
ENSG00000128602	True
ENSG00000128604	False
ENSG00000128606	False
ENSG00000128607	False
ENSG00000128609	False
ENSG00000128610	False
ENSG00000128617	False
ENSG00000128626	False
ENSG00000128641	True
ENSG00000128645	False
ENSG00000128652	False
ENSG00000128654	False
ENSG00000128655	False
ENSG00000128656	True
ENSG00000128683	True
ENSG00000128694	False
ENSG00000128699	False
ENSG00000128708	True
ENSG00000128709	True
ENSG00000128710	True
ENSG00000128713	True
ENSG00000128731	False
ENSG00000128739	True
ENSG00000128789	False
ENSG00000128791	True
ENSG00000128805	True
ENSG00000128815	False
ENSG00000128829	False
ENSG00000128833	True
ENSG00000128849	False
ENSG00000128872	False
ENSG00000128881	False
ENSG00000128886	False
ENSG00000128891	False
ENSG00000128908	False
ENSG00000128915	False
ENSG00000128917	False
ENSG00000128918	False
ENSG00000128923	False
ENSG00000128928	True
ENSG00000128944	False
ENSG00000128951	False
ENSG00000128965	True
ENSG00000128973	False
ENSG00000128989	False
ENSG00000129003	False
ENSG00000129007	False
ENSG00000129009	False
ENSG00000129028	False
ENSG00000129038	True
ENSG00000129048	False
ENSG00000129055	False
ENSG00000129071	False
ENSG00000129083	False
ENSG00000129084	False
ENSG00000129103	False
ENSG00000129116	True
ENSG00000129128	False
ENSG00000129151	False
ENSG00000129152	False
ENSG00000129158	False
ENSG00000129159	False
ENSG00000129167	False
ENSG00000129170	False
ENSG00000129173	False
ENSG00000129187	False
ENSG00000129194	False
ENSG00000129195	True
ENSG00000129197	False
ENSG00000129204	False
ENSG00000129214	False
ENSG00000129219	False
ENSG00000129221	False
ENSG00000129226	True
ENSG00000129235	False
ENSG00000129244	False
ENSG00000129245	False
ENSG00000129250	False
ENSG00000129255	False
ENSG00000129292	False
ENSG00000129295	False
ENSG00000129315	False
ENSG00000129317	False
ENSG00000129347	False
ENSG00000129351	False
ENSG00000129353	True
ENSG00000129354	True
ENSG00000129355	False
ENSG00000129422	True
ENSG00000129437	False
ENSG00000129450	False
ENSG00000129451	True
ENSG00000129455	True
ENSG00000129460	False
ENSG00000129465	True
ENSG00000129467	False
ENSG00000129472	False
ENSG00000129473	False
ENSG00000129474	True
ENSG00000129480	False
ENSG00000129484	False
ENSG00000129493	False
ENSG00000129514	True
ENSG00000129515	False
ENSG00000129518	False
ENSG00000129521	True
ENSG00000129534	False
ENSG00000129535	False
ENSG00000129538	True
ENSG00000129559	False
ENSG00000129562	False
ENSG00000129566	False
ENSG00000129595	False
ENSG00000129596	True
ENSG00000129625	True
ENSG00000129636	False
ENSG00000129646	False
ENSG00000129654	True
ENSG00000129657	False
ENSG00000129667	True
ENSG00000129673	False
ENSG00000129675	False
ENSG00000129680	True
ENSG00000129682	True
ENSG00000129691	False
ENSG00000129696	False
ENSG00000129744	False
ENSG00000129749	False
ENSG00000129757	False
ENSG00000129810	False
ENSG00000129824	False
ENSG00000129862	True
ENSG00000129864	True
ENSG00000129873	False
ENSG00000129910	False
ENSG00000129911	False
ENSG00000129925	False
ENSG00000129932	False
ENSG00000129933	False
ENSG00000129946	False
ENSG00000129951	False
ENSG00000129968	False
ENSG00000129988	False
ENSG00000129990	False
ENSG00000129991	False
ENSG00000129993	False
ENSG00000130005	True
ENSG00000130021	True
ENSG00000130023	True
ENSG00000130024	True
ENSG00000130032	True
ENSG00000130035	True
ENSG00000130037	True
ENSG00000130038	True
ENSG00000130045	False
ENSG00000130052	False
ENSG00000130054	False
ENSG00000130055	False
ENSG00000130066	True
ENSG00000130119	False
ENSG00000130147	True
ENSG00000130150	False
ENSG00000130158	True
ENSG00000130159	False
ENSG00000130164	True
ENSG00000130165	False
ENSG00000130167	False
ENSG00000130173	False
ENSG00000130175	False
ENSG00000130176	False
ENSG00000130177	False
ENSG00000130182	False
ENSG00000130193	True
ENSG00000130202	False
ENSG00000130203	True
ENSG00000130204	False
ENSG00000130208	True
ENSG00000130222	False
ENSG00000130224	True
ENSG00000130226	False
ENSG00000130227	False
ENSG00000130234	False
ENSG00000130244	False
ENSG00000130254	False
ENSG00000130255	False
ENSG00000130270	False
ENSG00000130283	False
ENSG00000130287	False
ENSG00000130294	False
ENSG00000130299	False
ENSG00000130300	False
ENSG00000130303	True
ENSG00000130304	False
ENSG00000130305	True
ENSG00000130307	False
ENSG00000130309	False
ENSG00000130311	False
ENSG00000130312	False
ENSG00000130313	False
ENSG00000130332	False
ENSG00000130338	False
ENSG00000130340	True
ENSG00000130347	False
ENSG00000130348	False
ENSG00000130349	False
ENSG00000130363	False
ENSG00000130368	False
ENSG00000130377	False
ENSG00000130382	False
ENSG00000130383	False
ENSG00000130385	False
ENSG00000130396	True
ENSG00000130402	True
ENSG00000130413	True
ENSG00000130414	False
ENSG00000130427	False
ENSG00000130429	True
ENSG00000130433	True
ENSG00000130475	False
ENSG00000130477	False
ENSG00000130479	False
ENSG00000130487	False
ENSG00000130508	True
ENSG00000130511	True
ENSG00000130517	True
ENSG00000130518	False
ENSG00000130520	False
ENSG00000130522	True
ENSG00000130528	False
ENSG00000130529	True
ENSG00000130538	False
ENSG00000130540	True
ENSG00000130544	False
ENSG00000130545	True
ENSG00000130558	True
ENSG00000130559	False
ENSG00000130560	False
ENSG00000130561	False
ENSG00000130584	False
ENSG00000130589	True
ENSG00000130590	False
ENSG00000130592	False
ENSG00000130595	True
ENSG00000130598	True
ENSG00000130635	True
ENSG00000130638	False
ENSG00000130640	False
ENSG00000130643	False
ENSG00000130649	False
ENSG00000130653	False
ENSG00000130656	False
ENSG00000130669	False
ENSG00000130675	False
ENSG00000130684	False
ENSG00000130695	False
ENSG00000130699	False
ENSG00000130700	True
ENSG00000130701	True
ENSG00000130702	True
ENSG00000130703	False
ENSG00000130706	False
ENSG00000130707	True
ENSG00000130711	False
ENSG00000130713	False
ENSG00000130714	False
ENSG00000130717	False
ENSG00000130720	True
ENSG00000130724	False
ENSG00000130725	True
ENSG00000130726	False
ENSG00000130731	False
ENSG00000130733	False
ENSG00000130734	False
ENSG00000130741	False
ENSG00000130748	True
ENSG00000130749	False
ENSG00000130751	False
ENSG00000130755	False
ENSG00000130758	False
ENSG00000130762	True
ENSG00000130764	False
ENSG00000130766	False
ENSG00000130768	True
ENSG00000130770	False
ENSG00000130772	False
ENSG00000130775	False
ENSG00000130779	False
ENSG00000130783	False
ENSG00000130787	True
ENSG00000130803	False
ENSG00000130810	False
ENSG00000130811	False
ENSG00000130812	False
ENSG00000130813	True
ENSG00000130816	False
ENSG00000130818	False
ENSG00000130821	True
ENSG00000130822	False
ENSG00000130826	False
ENSG00000130827	True
ENSG00000130829	False
ENSG00000130830	True
ENSG00000130844	True
ENSG00000130856	False
ENSG00000130876	False
ENSG00000130881	True
ENSG00000130921	False
ENSG00000130935	False
ENSG00000130939	False
ENSG00000130940	False
ENSG00000130943	False
ENSG00000130948	False
ENSG00000130950	False
ENSG00000130956	False
ENSG00000130957	False
ENSG00000130958	True
ENSG00000130962	True
ENSG00000130985	False
ENSG00000130988	True
ENSG00000130997	False
ENSG00000131013	False
ENSG00000131015	True
ENSG00000131016	True
ENSG00000131018	True
ENSG00000131019	False
ENSG00000131023	False
ENSG00000131037	True
ENSG00000131042	False
ENSG00000131043	False
ENSG00000131044	False
ENSG00000131050	True
ENSG00000131051	False
ENSG00000131055	True
ENSG00000131059	False
ENSG00000131061	False
ENSG00000131067	True
ENSG00000131068	False
ENSG00000131069	False
ENSG00000131080	True
ENSG00000131089	True
ENSG00000131094	True
ENSG00000131095	False
ENSG00000131096	False
ENSG00000131097	False
ENSG00000131100	False
ENSG00000131115	False
ENSG00000131116	True
ENSG00000131126	False
ENSG00000131127	False
ENSG00000131142	False
ENSG00000131143	False
ENSG00000131148	False
ENSG00000131149	False
ENSG00000131153	False
ENSG00000131165	False
ENSG00000131171	True
ENSG00000131174	False
ENSG00000131183	False
ENSG00000131187	True
ENSG00000131188	False
ENSG00000131196	False
ENSG00000131203	False
ENSG00000131233	False
ENSG00000131238	False
ENSG00000131242	True
ENSG00000131263	False
ENSG00000131264	False
ENSG00000131269	False
ENSG00000131323	False
ENSG00000131351	False
ENSG00000131355	False
ENSG00000131368	False
ENSG00000131370	True
ENSG00000131373	False
ENSG00000131374	False
ENSG00000131375	False
ENSG00000131378	True
ENSG00000131379	False
ENSG00000131381	False
ENSG00000131386	False
ENSG00000131389	True
ENSG00000131398	False
ENSG00000131400	False
ENSG00000131408	False
ENSG00000131409	False
ENSG00000131435	True
ENSG00000131437	False
ENSG00000131446	False
ENSG00000131459	True
ENSG00000131462	False
ENSG00000131467	False
ENSG00000131469	False
ENSG00000131470	False
ENSG00000131471	False
ENSG00000131473	False
ENSG00000131475	False
ENSG00000131477	False
ENSG00000131480	False
ENSG00000131482	True
ENSG00000131495	False
ENSG00000131503	False
ENSG00000131504	False
ENSG00000131507	False
ENSG00000131508	False
ENSG00000131558	False
ENSG00000131584	False
ENSG00000131591	False
ENSG00000131620	True
ENSG00000131626	False
ENSG00000131634	False
ENSG00000131650	False
ENSG00000131652	False
ENSG00000131653	False
ENSG00000131668	True
ENSG00000131669	True
ENSG00000131686	False
ENSG00000131697	False
ENSG00000131711	True
ENSG00000131721	False
ENSG00000131724	True
ENSG00000131725	False
ENSG00000131730	False
ENSG00000131732	False
ENSG00000131737	False
ENSG00000131738	False
ENSG00000131746	True
ENSG00000131747	True
ENSG00000131748	False
ENSG00000131759	False
ENSG00000131771	False
ENSG00000131773	True
ENSG00000131778	False
ENSG00000131779	False
ENSG00000131781	False
ENSG00000131788	False
ENSG00000131791	False
ENSG00000131808	False
ENSG00000131828	False
ENSG00000131831	False
ENSG00000131844	False
ENSG00000131845	False
ENSG00000131848	False
ENSG00000131849	False
ENSG00000131864	False
ENSG00000131871	False
ENSG00000131873	True
ENSG00000131876	False
ENSG00000131899	False
ENSG00000131910	True
ENSG00000131914	True
ENSG00000131931	False
ENSG00000131941	True
ENSG00000131943	False
ENSG00000131944	False
ENSG00000131966	False
ENSG00000131969	False
ENSG00000131979	False
ENSG00000131981	True
ENSG00000132000	False
ENSG00000132002	False
ENSG00000132003	False
ENSG00000132004	False
ENSG00000132005	False
ENSG00000132010	False
ENSG00000132016	False
