Cell_line	CI.05	CI.95	mean	penetrance
G402_SOFT_TISSUE	-4.243277472	-3.790025946	-4.035592569	0.071428571
PECAPJ15_UPPER_AERODIGESTIVE_TRACT	-4.019959884	-4.019959884	-4.019959884	0
RL952_ENDOMETRIUM	-3.716481248	-2.585351224	-2.868511322	0.285714286
CADOES1_BONE	-0.211766391	0.413613843	0.187392671	0.785714286
COLO668_LUNG	-3.284766678	-3.284766678	-3.284766678	0
LS513_LARGE_INTESTINE	-4.167149647	-4.167149647	-4.167149647	0
RMGI_OVARY	-3.922648031	-2.914140877	-3.313487223	0.071428571
VMRCRCW_KIDNEY	-4.056280279	-3.603028753	-3.848595376	0.071428571
CAKI1_KIDNEY	-4.06022879	-4.06022879	-4.06022879	0
OV7_OVARY	-2.993282	-2.993282	-2.993282	0
BEN_LUNG	-3.683166014	-3.683166014	-3.683166014	0
MKN1_STOMACH	-3.759737956	-3.759737956	-3.759737956	0
LCLC103H_LUNG	-0.880033669	0.142622001	-0.149885856	0.428571429
NCIH1573_LUNG	-3.855507238	-3.855507238	-3.855507238	0
DBTRG05MG_CENTRAL_NERVOUS_SYSTEM	-3.873645779	-2.731352012	-3.150000181	0.071428571
PECAPJ41CLONED2_UPPER_AERODIGESTIVE_TRACT	-3.661903256	-3.661903256	-3.661903256	0
HCC4006_LUNG	-2.332750842	-1.479629014	-1.75747423	0.571428571
NCIH1581_LUNG	-3.504957813	-0.206199085	-0.649687038	0.142857143
CALU1_LUNG	-2.999530949	-0.868271328	-1.321903326	0.142857143
NUGC4_STOMACH	-3.702031823	-2.887871538	-3.248780296	0.071428571
NCIH1563_LUNG	-4.057677974	-4.057677974	-4.057677974	0
JHUEM2_ENDOMETRIUM	-1.015627994	0.138763926	-0.239227938	0.714285714
JHOM1_OVARY	-4.184048558	-3.513883797	-3.836450161	0.071428571
SKOV3_OVARY	-3.828506333	-3.014346048	-3.375254807	0.071428571
SKNBE2_AUTONOMIC_GANGLIA	-3.968870777	-2.153394581	-2.617430674	0.071428571
LUDLU1_LUNG	-3.857355564	-3.857355564	-3.857355564	0
HCC1359_LUNG	-4.003501165	-4.003501165	-4.003501165	0
PK1_PANCREAS	-3.097777105	-2.008298292	-2.348873155	0.214285714
SNU466_CENTRAL_NERVOUS_SYSTEM	-3.944315669	-3.944315669	-3.944315669	0
SKLU1_LUNG	-3.805433862	-2.187695757	-2.576446618	0.142857143
NCIH1838_LUNG	-4.142991866	-4.142991866	-4.142991866	0
SNU245_BILIARY_TRACT	-4.235883094	-4.235883094	-4.235883094	0
MKN74_STOMACH	-2.865540749	-2.023784038	-2.301395022	0.285714286
KYSE180_OESOPHAGUS	-3.522837856	-2.709363986	-3.017232405	0.214285714
KMRC1_KIDNEY	-4.118759898	-4.118759898	-4.118759898	0
CALU6_LUNG	-1.244374929	-0.815240149	-0.985674106	0.785714286
GOS3_CENTRAL_NERVOUS_SYSTEM	-4.059302953	-4.059302953	-4.059302953	0
HUH6_LIVER	-3.707101126	-3.707101126	-3.707101126	0
PK59_PANCREAS	-3.818133835	-3.818133835	-3.818133835	0
TCCSUP_URINARY_TRACT	-3.860174474	-3.860174474	-3.860174474	0
HS939T_SKIN	-1.777327244	-1.434281651	-1.577464903	0.785714286
TOV21G_OVARY	-3.296993729	-2.127584234	-2.483519859	0.214285714
OVTOKO_OVARY	-3.958474934	-3.958474934	-3.958474934	0
TE1_OESOPHAGUS	-3.547631937	-3.094380411	-3.339947034	0.071428571
DANG_PANCREAS	-1.00059712	-0.706530244	-0.847442047	1
LMSU_STOMACH	-3.51508041	-2.844915649	-3.167482014	0.071428571
MSTO211H_PLEURA	-3.886021675	-3.886021675	-3.886021675	0
T47D_BREAST	-4.173252246	-3.72000072	-3.965567343	0.071428571
PC3_PROSTATE	-3.17362462	-2.52274283	-2.754976451	0.357142857
VMRCRCZ_KIDNEY	-3.544610746	-3.544610746	-3.544610746	0
RVH421_SKIN	-3.106827355	-1.904163811	-2.267408719	0.285714286
JHOS2_OVARY	-4.093381285	-4.093381285	-4.093381285	0
HS852T_SKIN	-3.62509536	-3.62509536	-3.62509536	0
SNU738_CENTRAL_NERVOUS_SYSTEM	-3.784279205	-3.114114443	-3.436680808	0.071428571
SKMEL30_SKIN	-3.788766207	-3.788766207	-3.788766207	0
NCIH522_LUNG	-4.192143911	-4.192143911	-4.192143911	0
PATU8988S_PANCREAS	-4.215076797	-4.215076797	-4.215076797	0
MFE280_ENDOMETRIUM	-3.986759307	-3.986759307	-3.986759307	0
OVSAHO_OVARY	-3.794630308	-3.794630308	-3.794630308	0
SNUC4_LARGE_INTESTINE	-4.08707644	-3.0657741	-3.40573629	0.214285714
KPL1_BREAST	-3.377493267	-2.656741645	-2.889412924	0.285714286
KYSE520_OESOPHAGUS	-3.779156885	-3.779156885	-3.779156885	0
COLO792_SKIN	-3.956522167	-3.956522167	-3.956522167	0
SW1990_PANCREAS	-3.726972609	-3.726972609	-3.726972609	0
HS729_SOFT_TISSUE	-3.856863446	-3.856863446	-3.856863446	0
TE6_OESOPHAGUS	-3.893326669	-2.859460669	-3.122069874	0.142857143
NCIH727_LUNG	-4.037850974	-1.788412759	-2.26067059	0.071428571
PANC0203_PANCREAS	-3.922436386	-3.46918486	-3.714751483	0.071428571
NCIH358_LUNG	-3.662866428	-2.540199966	-2.809662581	0.142857143
HEC59_ENDOMETRIUM	-2.161249354	-1.480006226	-1.720603592	0.785714286
HCC1419_BREAST	-3.876125782	-3.876125782	-3.876125782	0
NCIH1792_LUNG	-3.604682018	-3.604682018	-3.604682018	0
NCIH1048_LUNG	-4.187396851	-2.942969595	-3.298371797	0.142857143
NCIH1568_LUNG	-2.866933367	-2.361694588	-2.550231435	0.428571429
EFM192A_BREAST	-3.735683443	-3.735683443	-3.735683443	0
MKN7_STOMACH	-3.804184891	-3.804184891	-3.804184891	0
SNU423_LIVER	-3.751500955	-3.751500955	-3.751500955	0
PK45H_PANCREAS	-4.01536953	-2.873075763	-3.201209245	0.142857143
ZR751_BREAST	-4.301844204	-4.301844204	-4.301844204	0
KMRC3_KIDNEY	-4.0841437	-4.0841437	-4.0841437	0
RD_SOFT_TISSUE	-0.327252802	0.317665958	0.086418254	1
NCIH2077_LUNG	0.050865313	0.651695255	0.431173928	1
CL34_LARGE_INTESTINE	-4.390934182	-4.390934182	-4.390934182	0
NCIH2087_LUNG	-3.62989655	-3.62989655	-3.62989655	0
NCIH1944_LUNG	-3.902731712	-3.902731712	-3.902731712	0
253JBV_URINARY_TRACT	-3.910960349	-3.910960349	-3.910960349	0
786O_KIDNEY	-3.778272675	-3.778272675	-3.778272675	0
IGROV1_OVARY	-2.708048609	-1.94384665	-2.216053284	0.428571429
LOVO_LARGE_INTESTINE	-3.756803	-2.942642715	-3.303551474	0.071428571
LOXIMVI_SKIN	0.769929625	1.550367888	1.298883353	1
SW48_LARGE_INTESTINE	-3.077972971	-3.077972971	-3.077972971	0
HPAC_PANCREAS	-2.75302702	-2.27814896	-2.46724005	0.642857143
BXPC3_PANCREAS	-3.932687551	-3.932687551	-3.932687551	0
HUH7_LIVER	-3.91063418	-3.91063418	-3.91063418	0
KP2_PANCREAS	-3.590368237	-3.590368237	-3.590368237	0
FTC238_THYROID	-3.492889403	-3.039637877	-3.2852045	0.071428571
H4_CENTRAL_NERVOUS_SYSTEM	-3.335459386	-3.335459386	-3.335459386	0
KMBC2_URINARY_TRACT	-3.792966167	-2.631730972	-2.998270796	0.285714286
ONS76_CENTRAL_NERVOUS_SYSTEM	-3.925810383	-3.925810383	-3.925810383	0
PATU8988T_PANCREAS	-0.409901497	0.156671987	-0.062395121	1
253J_URINARY_TRACT	-3.90472085	-3.90472085	-3.90472085	0
639V_URINARY_TRACT	-4.171585544	-4.171585544	-4.171585544	0
CHL1_SKIN	-0.582885048	-0.228050418	-0.374682594	0.857142857
HCT116_LARGE_INTESTINE	-1.377214706	-0.489147351	-0.828993521	0.928571429
KU1919_URINARY_TRACT	0.017388616	0.501298256	0.311807681	1
HCT15_LARGE_INTESTINE	-4.295748275	-3.153454508	-3.572102676	0.071428571
HT29_LARGE_INTESTINE	-2.127724275	-1.34410353	-1.621422393	0.571428571
MCAS_OVARY	-1.748551952	-0.831023675	-1.107633022	0.571428571
SUIT2_PANCREAS	0.186724867	0.449186236	0.329239131	1
TE8_OESOPHAGUS	-3.994180231	-2.913648307	-3.270534633	0.142857143
CJM_SKIN	-3.484846683	-1.929127261	-2.382736712	0.071428571
SNU398_LIVER	-3.901178281	-0.631478978	-1.064122279	0.142857143
SNUC5_LARGE_INTESTINE	-2.047862345	-0.554964708	-0.986992527	0.5
NCIH1651_LUNG	-3.519653389	-2.377359622	-2.796007791	0.071428571
HCC78_LUNG	-3.991299328	-3.991299328	-3.991299328	0
LK2_LUNG	-0.180969265	0.400979959	0.176772604	1
SW780_URINARY_TRACT	-3.637918319	-1.983265232	-2.441562346	0.071428571
TE4_OESOPHAGUS	-2.917860903	-2.917860903	-2.917860903	0
RKN_SOFT_TISSUE	-2.664804046	-2.094917094	-2.310647507	0.428571429
WM983B_SKIN	-2.902981267	-2.288809799	-2.504540212	0.357142857
KNS62_LUNG	-3.398533236	-3.398533236	-3.398533236	0
LN229_CENTRAL_NERVOUS_SYSTEM	-1.796712145	-1.127692893	-1.376928759	0.714285714
A673_BONE	0.90359332	1.333293443	1.159752972	1
DU145_PROSTATE	-3.197158256	-2.319074765	-2.60798588	0.214285714
T98G_CENTRAL_NERVOUS_SYSTEM	-3.846398012	-3.846398012	-3.846398012	0
COLO783_SKIN	-3.791922639	-2.711390715	-3.121757877	0.071428571
HCC1438_LUNG	-3.569167568	-3.569167568	-3.569167568	0
HCC44_LUNG	-2.848681167	-1.832546856	-2.17708646	0.357142857
JHH5_LIVER	-3.531791206	-3.531791206	-3.531791206	0
NCIH838_LUNG	-3.987488907	-3.987488907	-3.987488907	0
BFTC905_URINARY_TRACT	-3.699563232	-3.699563232	-3.699563232	0
HEC265_ENDOMETRIUM	-2.530639906	-1.070569514	-1.445283312	0.357142857
HSC2_UPPER_AERODIGESTIVE_TRACT	-3.914316499	-3.914316499	-3.914316499	0
OC314_OVARY	-2.322450933	-1.41186468	-1.721966031	0.571428571
OE33_OESOPHAGUS	-4.120708766	-4.120708766	-4.120708766	0
FADU_UPPER_AERODIGESTIVE_TRACT	-3.245873849	-2.530412092	-2.773744844	0.285714286
MG63_BONE	-3.684815584	-3.684815584	-3.684815584	0
NB1_AUTONOMIC_GANGLIA	0.074107648	0.652767801	0.426410824	1
SF126_CENTRAL_NERVOUS_SYSTEM	-3.37003271	-3.37003271	-3.37003271	0
SNU1066_UPPER_AERODIGESTIVE_TRACT	-3.69044995	-3.69044995	-3.69044995	0
CAL120_BREAST	-3.971903836	-3.971903836	-3.971903836	0
LXF289_LUNG	-3.809159365	-3.809159365	-3.809159365	0
MEWO_SKIN	-1.79690679	-1.065529671	-1.317999754	0.857142857
SNGM_ENDOMETRIUM	-2.883462706	-2.037844383	-2.330183658	0.5
TT_OESOPHAGUS	-3.987215451	-3.987215451	-3.987215451	0
ECGI10_OESOPHAGUS	-4.128944602	-4.128944602	-4.128944602	0
JMSU1_URINARY_TRACT	0.347824955	0.923331868	0.688366529	1
CFPAC1_PANCREAS	-3.872103412	-3.100846618	-3.333938175	0.142857143
ACHN_KIDNEY	-0.702835699	-0.353113885	-0.50028415	0.928571429
CAL51_BREAST	-4.162728847	-2.372404388	-2.835672608	0.071428571
HCC15_LUNG	-3.658223592	-3.658223592	-3.658223592	0
KMRC20_KIDNEY	-4.159736017	-4.159736017	-4.159736017	0
NCIH1648_LUNG	-3.878205877	-1.132569172	-1.605775761	0.214285714
MHHNB11_AUTONOMIC_GANGLIA	-3.031145485	-3.031145485	-3.031145485	0
K029AX_SKIN	-3.583522376	-1.606315634	-2.032195005	0.214285714
T3M10_LUNG	1.002170555	1.476528617	1.291539326	1
NCIH2122_LUNG	-3.869241494	-3.199076733	-3.521643098	0.071428571
HCC95_LUNG	-4.026339276	-4.026339276	-4.026339276	0
MDAMB468_BREAST	-3.946323971	-2.43749038	-2.804030204	0.142857143
HCC1195_LUNG	-3.799995523	-3.799995523	-3.799995523	0
EN_ENDOMETRIUM	-4.19163167	-4.19163167	-4.19163167	0
TE5_OESOPHAGUS	-3.932066835	-3.932066835	-3.932066835	0
SNU668_STOMACH	-1.993149642	-1.236166023	-1.494848518	0.357142857
CORL105_LUNG	-2.189658952	-1.289492946	-1.560949228	0.428571429
GCT_SOFT_TISSUE	-1.641098515	-0.844742493	-1.124359313	0.714285714
LN18_CENTRAL_NERVOUS_SYSTEM	-3.737469663	-3.737469663	-3.737469663	0
RERFLCMS_LUNG	-1.484940934	-0.569031854	-0.849776696	0.285714286
RT112_URINARY_TRACT	-3.476060925	-1.636810233	-2.090434406	0.142857143
LOUNH91_LUNG	-3.930822734	-3.477571208	-3.723137831	0.071428571
KNS60_CENTRAL_NERVOUS_SYSTEM	-3.994539004	-3.994539004	-3.994539004	0
ISTMES2_PLEURA	-3.802234881	-3.802234881	-3.802234881	0
SW579_THYROID	-3.222618771	-1.978191516	-2.408458486	0.071428571
MDAMB231_BREAST	-3.029276863	-2.220251293	-2.489823532	0.642857143
HCC1588_LUNG	-4.129667714	-4.129667714	-4.129667714	0
HSC3_UPPER_AERODIGESTIVE_TRACT	-3.985571086	-3.063455601	-3.447405849	0.071428571
MELJUSO_SKIN	-1.87670077	-0.424324454	-0.836730002	0.785714286
NCIH2030_LUNG	-3.83838004	-1.987712989	-2.452753521	0.071428571
OVCAR8_OVARY	-0.867925905	-0.422199326	-0.594873515	0.857142857
PC14_LUNG	-2.349421542	-1.717478736	-1.94479587	0.571428571
HEC151_ENDOMETRIUM	-2.911859141	-1.896868963	-2.228130613	0.5
RT4_URINARY_TRACT	-3.607532737	-3.607532737	-3.607532737	0
SKES1_BONE	-0.84221564	0.21132843	-0.138084858	0.357142857
HT55_LARGE_INTESTINE	-2.445621432	-1.634229911	-1.906529452	0.428571429
MKN45_STOMACH	-1.990965015	-1.067532945	-1.373355954	0.785714286
HEP3B217_LIVER	-3.931548892	-3.931548892	-3.931548892	0
HOS_BONE	-4.010902854	-3.472737617	-3.663304458	0.142857143
HUCCT1_BILIARY_TRACT	-4.170331306	-4.170331306	-4.170331306	0
NCIH292_LUNG	-3.844248974	-2.599821718	-3.030088689	0.071428571
RERFLCAI_LUNG	-0.736641555	-0.051857657	-0.31475544	0.928571429
LS180_LARGE_INTESTINE	-2.18430491	0.302079993	-0.167926361	0.714285714
SIMA_AUTONOMIC_GANGLIA	-4.049302566	-4.049302566	-4.049302566	0
CAMA1_BREAST	-3.940981532	-3.940981532	-3.940981532	0
MDAMB436_BREAST	-3.917218614	-2.995103129	-3.379053377	0.071428571
NCIH1435_LUNG	-3.873290334	-2.070207953	-2.533871054	0.071428571
SNU1196_BILIARY_TRACT	-3.749614083	-3.749614083	-3.749614083	0
SNU449_LIVER	-3.973129992	-3.973129992	-3.973129992	0
TE9_OESOPHAGUS	-3.823882622	-2.627526649	-3.052625827	0.071428571
ABC1_LUNG	-3.719943412	-3.719943412	-3.719943412	0
NCIH1373_LUNG	-3.163847938	-2.227848852	-2.515676528	0.285714286
EBC1_LUNG	-4.014171476	-3.560919949	-3.806486572	0.071428571
SKMES1_LUNG	-4.176330683	-4.176330683	-4.176330683	0
HCC56_LARGE_INTESTINE	-4.455276739	-4.455276739	-4.455276739	0
OUMS23_LARGE_INTESTINE	-3.692023128	-2.173944839	-2.547002111	0.214285714
DETROIT562_UPPER_AERODIGESTIVE_TRACT	-3.967727896	-3.514476369	-3.760042992	0.071428571
PECAPJ49_UPPER_AERODIGESTIVE_TRACT	-3.799855179	-3.799855179	-3.799855179	0
SW1088_CENTRAL_NERVOUS_SYSTEM	-3.700093398	-3.700093398	-3.700093398	0
BCPAP_THYROID	-3.152567648	-0.940695743	-1.41251683	0.071428571
