Cell_line	CI.05	CI.95	mean	penetrance
CAL12T_LUNG	-3.778420169	-3.778420169	-3.778420169	0
L33_PANCREAS	-3.96370396	-3.96370396	-3.96370396	0
SF295_CENTRAL_NERVOUS_SYSTEM	-3.617044793	-2.689232657	-3.074277024	0.071428571
UO31_KIDNEY	-3.751814638	-3.751814638	-3.751814638	0
YD10B_UPPER_AERODIGESTIVE_TRACT	-3.910851653	-2.017780223	-2.483930487	0.071428571
DMS273_LUNG	-0.402296759	0.667969527	0.360026524	1
G361_SKIN	-1.969883594	0.419507995	-0.048131726	0.5
OAW42_OVARY	-3.610798943	-3.610798943	-3.610798943	0
HMC18_BREAST	-2.821075147	-2.285643423	-2.48578127	0.428571429
CAL54_KIDNEY	-3.424612461	-3.424612461	-3.424612461	0
MIAPACA2_PANCREAS	-4.045890717	-4.045890717	-4.045890717	0
SW620_LARGE_INTESTINE	-1.955087309	-0.034342524	-0.49734969	0.785714286
SKHEP1_LIVER	-0.003814549	1.553436449	1.139681701	0.928571429
SW480_LARGE_INTESTINE	-2.386115675	-1.085437654	-1.376933888	0.357142857
YKG1_CENTRAL_NERVOUS_SYSTEM	-3.98584558	-0.395656475	-0.872277066	0.142857143
J82_URINARY_TRACT	-3.788478117	-3.788478117	-3.788478117	0
KYSE30_OESOPHAGUS	-4.211283334	-1.466078367	-1.873645018	0.142857143
NCIH2172_LUNG	-3.950610627	-3.950610627	-3.950610627	0
G401_SOFT_TISSUE	-3.570835643	-2.157613575	-2.60242482	0.071428571
SNU407_LARGE_INTESTINE	-2.159123578	1.526346288	1.049625531	0.5
AN3CA_ENDOMETRIUM	-3.68389993	-3.68389993	-3.68389993	0
PLCPRF5_LIVER	-3.712627015	-3.712627015	-3.712627015	0
YAPC_PANCREAS	-1.997520814	-0.580470753	-0.896656081	0.214285714
SCABER_URINARY_TRACT	-3.800276075	-3.800276075	-3.800276075	0
G292CLONEA141B1_BONE	-3.433839094	-3.433839094	-3.433839094	0
JHH4_LIVER	-3.714510416	-3.714510416	-3.714510416	0
HS766T_PANCREAS	-2.782948557	-1.889987471	-2.169648695	0.357142857
SW837_LARGE_INTESTINE	-3.887630175	-3.887630175	-3.887630175	0
KURAMOCHI_OVARY	-3.799995523	-3.799995523	-3.799995523	0
YH13_CENTRAL_NERVOUS_SYSTEM	-3.301888387	-3.301888387	-3.301888387	0
NCIH2052_PLEURA	-3.363181296	-3.363181296	-3.363181296	0
COLO679_SKIN	-3.737145442	-3.737145442	-3.737145442	0
A704_KIDNEY	-3.573207546	-3.573207546	-3.573207546	0
NCIH596_LUNG	-3.533608884	-3.533608884	-3.533608884	0
KP3_PANCREAS	-2.987478935	-1.946184812	-2.242926346	0.285714286
SKUT1_SOFT_TISSUE	-2.344124567	-1.625055642	-1.8935923	0.571428571
42MGBA_CENTRAL_NERVOUS_SYSTEM	-3.913560923	-3.913560923	-3.913560923	0
A375_SKIN	-1.360064653	-0.582039581	-0.904748375	1
FTC133_THYROID	-3.832430708	-3.832430708	-3.832430708	0
HT1080_SOFT_TISSUE	0.034909134	0.1907026	0.119900879	1
SNU1077_ENDOMETRIUM	-3.475764983	-3.475764983	-3.475764983	0
JHOC5_OVARY	-3.776054241	-3.776054241	-3.776054241	0
NCIH1299_LUNG	-4.000631813	-2.797444089	-3.108393199	0.214285714
PANC1_PANCREAS	-3.96418496	-2.390000793	-2.761772389	0.142857143
SNU1076_UPPER_AERODIGESTIVE_TRACT	-3.355439657	-3.355439657	-3.355439657	0
IGR37_SKIN	-0.006532474	2.054343265	1.628223047	1
JHH6_LIVER	-3.919675581	-3.919675581	-3.919675581	0
NCIH460_LUNG	0.728171173	1.313689774	1.093766585	1
SJSA1_BONE	-3.652940378	-2.315558217	-2.725128242	0.142857143
A2058_SKIN	0.805481195	1.245316892	1.074486897	1
ACCMESO1_PLEURA	-3.69081096	-1.873060847	-2.33716426	0.071428571
VMCUB1_URINARY_TRACT	-3.920633232	-1.426211343	-1.877115287	0.142857143
YD38_UPPER_AERODIGESTIVE_TRACT	-4.038823639	-4.038823639	-4.038823639	0
BFTC909_KIDNEY	-4.330648235	-4.330648235	-4.330648235	0
DAOY_CENTRAL_NERVOUS_SYSTEM	-4.267325048	-4.267325048	-4.267325048	0
EFO27_OVARY	-3.876831761	-2.949019625	-3.334063992	0.071428571
IGR1_SKIN	-3.812171508	-3.812171508	-3.812171508	0
LI7_LIVER	-3.757112879	-3.757112879	-3.757112879	0
OVK18_OVARY	-4.088137073	-4.088137073	-4.088137073	0
SBC5_LUNG	-3.455280034	-2.251801223	-2.542729078	0.285714286
TOV112D_OVARY	-3.865033764	-3.865033764	-3.865033764	0
KELLY_AUTONOMIC_GANGLIA	-3.624254925	-3.624254925	-3.624254925	0
PATU8902_PANCREAS	-2.19764894	0.777723324	0.428850971	0.428571429
TT2609C02_THYROID	-3.395690696	-2.394609928	-2.70835606	0.214285714
QGP1_PANCREAS	-4.031886531	-4.031886531	-4.031886531	0
SW1710_URINARY_TRACT	-4.108744349	-4.108744349	-4.108744349	0
BECKER_CENTRAL_NERVOUS_SYSTEM	-3.82014788	-3.82014788	-3.82014788	0
NCIH520_LUNG	-4.076935937	-2.53257431	-2.948288461	0.142857143
SNU685_ENDOMETRIUM	-3.810120042	-3.810120042	-3.810120042	0
SW1353_BONE	-3.409015511	-3.409015511	-3.409015511	0
A101D_SKIN	-3.748599239	-1.131495144	-1.596226102	0.214285714
BHT101_THYROID	-3.534126826	-2.60631469	-2.991359058	0.071428571
HEC1B_ENDOMETRIUM	-3.984471374	-3.984471374	-3.984471374	0
SNU61_LARGE_INTESTINE	-3.890829412	-3.890829412	-3.890829412	0
SNU886_LIVER	-3.593539937	-3.593539937	-3.593539937	0
SW1573_LUNG	-3.975478297	-2.773065726	-3.198844414	0.071428571
G402_SOFT_TISSUE	-4.243277472	-2.590240499	-2.905895312	0.142857143
PECAPJ15_UPPER_AERODIGESTIVE_TRACT	-4.019959884	-2.817547314	-3.243326002	0.071428571
RL952_ENDOMETRIUM	-4.169732775	-2.924296331	-3.286709654	0.142857143
CADOES1_BONE	-3.60886147	-2.084480181	-2.459508507	0.214285714
COLO668_LUNG	-3.284766678	-3.284766678	-3.284766678	0
LS513_LARGE_INTESTINE	-4.167149647	-4.167149647	-4.167149647	0
RMGI_OVARY	-3.922648031	-1.401368198	-1.875881918	0.071428571
VMRCRCW_KIDNEY	-4.056280279	-0.515151386	-0.992022859	0.071428571
CAKI1_KIDNEY	-4.06022879	-4.06022879	-4.06022879	0
OV7_OVARY	-2.993282	-2.993282	-2.993282	0
BEN_LUNG	-3.683166014	-3.683166014	-3.683166014	0
MKN1_STOMACH	-3.759737956	-3.759737956	-3.759737956	0
LCLC103H_LUNG	-2.504197353	-1.896437096	-2.121830503	0.428571429
NCIH1573_LUNG	-1.060751467	-0.026568745	-0.327427507	0.285714286
DBTRG05MG_CENTRAL_NERVOUS_SYSTEM	-3.873645779	-2.319114057	-2.772660837	0.071428571
PECAPJ41CLONED2_UPPER_AERODIGESTIVE_TRACT	-3.399488819	-1.935336836	-2.341418529	0.214285714
HCC4006_LUNG	-3.511823186	-3.511823186	-3.511823186	0
NCIH1581_LUNG	-3.504957813	-3.504957813	-3.504957813	0
CALU1_LUNG	-2.999530949	-2.999530949	-2.999530949	0
NUGC4_STOMACH	-3.702031823	-1.795345748	-2.261830494	0.071428571
NCIH1563_LUNG	-4.057677974	-4.057677974	-4.057677974	0
JHUEM2_ENDOMETRIUM	-3.600925695	-2.824291812	-3.176094491	0.071428571
JHOM1_OVARY	-4.184048558	-4.184048558	-4.184048558	0
SKOV3_OVARY	-3.828506333	-3.828506333	-3.828506333	0
SKNBE2_AUTONOMIC_GANGLIA	-3.968870777	-3.968870777	-3.968870777	0
LUDLU1_LUNG	-3.857355564	-3.857355564	-3.857355564	0
HCC1359_LUNG	-4.003501165	-4.003501165	-4.003501165	0
PK1_PANCREAS	-3.91193739	-1.153333216	-1.628942811	0.071428571
SNU466_CENTRAL_NERVOUS_SYSTEM	-3.944315669	-3.944315669	-3.944315669	0
SKLU1_LUNG	-3.805433862	-3.805433862	-3.805433862	0
NCIH1838_LUNG	-4.142991866	-4.142991866	-4.142991866	0
SNU245_BILIARY_TRACT	-4.235883094	-3.693115326	-3.973468657	0.071428571
MKN74_STOMACH	-3.818402914	-0.854785517	-1.330963308	0.071428571
KYSE180_OESOPHAGUS	-3.870436253	-3.870436253	-3.870436253	0
KMRC1_KIDNEY	-4.118759898	-4.118759898	-4.118759898	0
CALU6_LUNG	-4.350372077	-3.171183081	-3.517293914	0.142857143
GOS3_CENTRAL_NERVOUS_SYSTEM	-4.059302953	-4.059302953	-4.059302953	0
HUH6_LIVER	-3.707101126	-3.707101126	-3.707101126	0
PK59_PANCREAS	-1.467443108	-0.293486258	-0.624008397	0.285714286
TCCSUP_URINARY_TRACT	-3.860174474	-3.860174474	-3.860174474	0
HS939T_SKIN	-2.570861053	-1.266164659	-1.668748462	0.357142857
TOV21G_OVARY	-3.644592126	-3.644592126	-3.644592126	0
OVTOKO_OVARY	-3.958474934	-2.69302603	-3.12539677	0.071428571
TE1_OESOPHAGUS	-3.547631937	-3.547631937	-3.547631937	0
DANG_PANCREAS	-3.990032899	-3.447265131	-3.727618462	0.071428571
LMSU_STOMACH	-3.51508041	-1.265253443	-1.737515601	0.071428571
MSTO211H_PLEURA	-3.886021675	-2.757374198	-3.174279569	0.071428571
T47D_BREAST	-4.173252246	-4.173252246	-4.173252246	0
PC3_PROSTATE	-3.897270218	-3.897270218	-3.897270218	0
VMRCRCZ_KIDNEY	-3.544610746	-3.544610746	-3.544610746	0
RVH421_SKIN	-3.830472953	-3.830472953	-3.830472953	0
JHOS2_OVARY	-4.093381285	-4.093381285	-4.093381285	0
HS852T_SKIN	-3.62509536	-3.62509536	-3.62509536	0
SNU738_CENTRAL_NERVOUS_SYSTEM	-3.784279205	-3.784279205	-3.784279205	0
SKMEL30_SKIN	-3.788766207	-3.788766207	-3.788766207	0
NCIH522_LUNG	-4.192143911	-4.192143911	-4.192143911	0
PATU8988S_PANCREAS	-4.215076797	-2.660545075	-3.114091854	0.071428571
MFE280_ENDOMETRIUM	-3.986759307	-3.986759307	-3.986759307	0
OVSAHO_OVARY	-3.794630308	-3.794630308	-3.794630308	0
SNUC4_LARGE_INTESTINE	-3.193776401	-2.450425963	-2.701775666	0.357142857
KPL1_BREAST	-4.148750062	-4.148750062	-4.148750062	0
KYSE520_OESOPHAGUS	-3.779156885	-1.182365619	-1.567449443	0.142857143
COLO792_SKIN	-3.956522167	-3.179888285	-3.531690964	0.071428571
SW1990_PANCREAS	-3.726972609	-3.726972609	-3.726972609	0
HS729_SOFT_TISSUE	-3.856863446	-2.151078959	-2.611427003	0.071428571
TE6_OESOPHAGUS	-3.893326669	-3.893326669	-3.893326669	0
NCIH727_LUNG	-4.037850974	-2.624628906	-3.069440152	0.071428571
PANC0203_PANCREAS	-3.922436386	-1.97729397	-2.444670037	0.071428571
NCIH358_LUNG	-3.662866428	-3.662866428	-3.662866428	0
HEC59_ENDOMETRIUM	-4.087558496	-2.533026774	-2.986573554	0.071428571
HCC1419_BREAST	-3.876125782	-3.876125782	-3.876125782	0
NCIH1792_LUNG	-3.604682018	-3.604682018	-3.604682018	0
NCIH1048_LUNG	-4.187396851	-4.187396851	-4.187396851	0
NCIH1568_LUNG	-3.924758822	-3.924758822	-3.924758822	0
EFM192A_BREAST	-3.735683443	-3.735683443	-3.735683443	0
MKN7_STOMACH	-3.804184891	-3.804184891	-3.804184891	0
SNU423_LIVER	-3.751500955	-3.751500955	-3.751500955	0
PK45H_PANCREAS	-4.01536953	-4.01536953	-4.01536953	0
ZR751_BREAST	-4.301844204	-4.301844204	-4.301844204	0
KMRC3_KIDNEY	-4.0841437	-4.0841437	-4.0841437	0
RD_SOFT_TISSUE	-2.298739383	-1.801452837	-1.993328487	0.5
NCIH2077_LUNG	-2.624342332	-2.150624978	-2.342503714	0.642857143
CL34_LARGE_INTESTINE	-4.390934182	-4.390934182	-4.390934182	0
NCIH2087_LUNG	-3.62989655	-3.62989655	-3.62989655	0
NCIH1944_LUNG	-3.902731712	-2.196947225	-2.657295268	0.071428571
253JBV_URINARY_TRACT	-3.910960349	-3.910960349	-3.910960349	0
786O_KIDNEY	-3.778272675	-3.778272675	-3.778272675	0
IGROV1_OVARY	-3.716555762	-3.173787994	-3.454141325	0.071428571
LOVO_LARGE_INTESTINE	-3.756803	-3.756803	-3.756803	0
LOXIMVI_SKIN	-0.629133943	-0.469697033	-0.543016537	1
SW48_LARGE_INTESTINE	-3.077972971	-3.077972971	-3.077972971	0
HPAC_PANCREAS	-1.470442494	0.401673086	0.024981667	0.785714286
BXPC3_PANCREAS	-3.932687551	-2.7780345	-3.04966443	0.142857143
HUH7_LIVER	-3.91063418	-3.91063418	-3.91063418	0
KP2_PANCREAS	-3.590368237	-3.590368237	-3.590368237	0
FTC238_THYROID	-3.492889403	-3.492889403	-3.492889403	0
H4_CENTRAL_NERVOUS_SYSTEM	-3.335459386	-3.335459386	-3.335459386	0
KMBC2_URINARY_TRACT	-2.449208583	-1.970647297	-2.15634231	0.5
ONS76_CENTRAL_NERVOUS_SYSTEM	-3.925810383	-1.934177101	-2.402532571	0.071428571
PATU8988T_PANCREAS	-2.191765972	-1.787653098	-1.954056803	0.785714286
253J_URINARY_TRACT	-3.90472085	-3.90472085	-3.90472085	0
639V_URINARY_TRACT	-4.171585544	-3.394951661	-3.74675434	0.071428571
CHL1_SKIN	-2.84245278	-1.860985207	-2.151291734	0.285714286
HCT116_LARGE_INTESTINE	-0.684629207	1.44963931	0.994493345	0.928571429
KU1919_URINARY_TRACT	0.845852994	2.477725594	2.063109842	1
HCT15_LARGE_INTESTINE	-3.116559278	-2.354714439	-2.619316679	0.428571429
HT29_LARGE_INTESTINE	-1.567102607	0.288770523	-0.037319192	0.5
MCAS_OVARY	-2.203093074	0.787780117	0.420304967	0.428571429
SUIT2_PANCREAS	-0.923317368	1.594186506	1.121737616	1
TE8_OESOPHAGUS	-3.994180231	-3.994180231	-3.994180231	0
CJM_SKIN	-3.484846683	-3.484846683	-3.484846683	0
SNU398_LIVER	-3.901178281	-2.195393794	-2.655741837	0.071428571
SNUC5_LARGE_INTESTINE	-1.438789979	0.877955317	0.435099169	0.428571429
NCIH1651_LUNG	-3.519653389	-3.519653389	-3.519653389	0
HCC78_LUNG	-3.991299328	-2.126808634	-2.592222587	0.071428571
LK2_LUNG	-3.246342976	0.264781966	-0.211576051	0.285714286
SW780_URINARY_TRACT	-3.637918319	-3.637918319	-3.637918319	0
TE4_OESOPHAGUS	-2.917860903	-2.917860903	-2.917860903	0
RKN_SOFT_TISSUE	-3.766914016	-1.983375738	-2.44642929	0.071428571
WM983B_SKIN	-3.960806722	-2.29983069	-2.758394151	0.071428571
KNS62_LUNG	-3.398533236	-3.398533236	-3.398533236	0
LN229_CENTRAL_NERVOUS_SYSTEM	-2.882069952	-0.519922818	-0.938574241	0.357142857
A673_BONE	-1.104333235	0.378469738	0.073444809	0.928571429
DU145_PROSTATE	-3.867323018	-2.497998968	-2.939510882	0.071428571
T98G_CENTRAL_NERVOUS_SYSTEM	-3.846398012	-3.069764129	-3.421566808	0.071428571
COLO783_SKIN	-3.791922639	-3.791922639	-3.791922639	0
HCC1438_LUNG	-3.569167568	-3.569167568	-3.569167568	0
HCC44_LUNG	-4.027753511	-2.574666089	-2.956313668	0.142857143
JHH5_LIVER	-3.531791206	-3.531791206	-3.531791206	0
NCIH838_LUNG	-3.987488907	-3.987488907	-3.987488907	0
BFTC905_URINARY_TRACT	-3.699563232	-3.699563232	-3.699563232	0
HEC265_ENDOMETRIUM	-3.691712173	-1.460526867	-1.932577151	0.071428571
HSC2_UPPER_AERODIGESTIVE_TRACT	-3.914316499	-3.914316499	-3.914316499	0
OC314_OVARY	-2.771194855	-1.398548642	-1.787150004	0.285714286
OE33_OESOPHAGUS	-3.192896631	-0.809154336	-1.140558807	0.285714286
FADU_UPPER_AERODIGESTIVE_TRACT	-3.916038611	-3.916038611	-3.916038611	0
MG63_BONE	-3.684815584	-3.684815584	-3.684815584	0
NB1_AUTONOMIC_GANGLIA	-3.663635432	-2.294311382	-2.592195588	0.142857143
SF126_CENTRAL_NERVOUS_SYSTEM	-3.37003271	-3.37003271	-3.37003271	0
SNU1066_UPPER_AERODIGESTIVE_TRACT	-3.69044995	-3.69044995	-3.69044995	0
CAL120_BREAST	-3.971903836	-3.971903836	-3.971903836	0
LXF289_LUNG	-3.809159365	-3.809159365	-3.809159365	0
MEWO_SKIN	-3.732580743	-3.189812975	-3.470166306	0.071428571
SNGM_ENDOMETRIUM	-3.817404242	-1.940177205	-2.388462699	0.214285714
TT_OESOPHAGUS	-3.987215451	-2.534128028	-2.981678844	0.071428571
ECGI10_OESOPHAGUS	-4.128944602	-4.128944602	-4.128944602	0
JMSU1_URINARY_TRACT	-1.463477504	1.013225962	0.604571464	0.785714286
CFPAC1_PANCREAS	-3.872103412	0.227999811	-0.082924408	0.142857143
ACHN_KIDNEY	-3.682614763	-2.045905025	-2.480202192	0.142857143
CAL51_BREAST	-3.234916711	-2.283712717	-2.58854468	0.285714286
HCC15_LUNG	-3.658223592	-3.658223592	-3.658223592	0
KMRC20_KIDNEY	-4.159736017	-3.119998906	-3.524314379	0.071428571
NCIH1648_LUNG	-2.658969615	0.171068749	-0.257433488	0.357142857
MHHNB11_AUTONOMIC_GANGLIA	-3.031145485	-3.031145485	-3.031145485	0
K029AX_SKIN	-1.995963037	1.395588546	1.03658162	0.642857143
T3M10_LUNG	-1.654043515	-1.368229215	-1.490040677	0.857142857
NCIH2122_LUNG	-3.326473726	-2.24093148	-2.566338351	0.214285714
HCC95_LUNG	-4.026339276	-2.260973688	-2.723436133	0.071428571
MDAMB468_BREAST	-3.946323971	-3.946323971	-3.946323971	0
HCC1195_LUNG	-3.799995523	-3.799995523	-3.799995523	0
EN_ENDOMETRIUM	-4.19163167	-2.9892191	-3.414997788	0.071428571
TE5_OESOPHAGUS	-3.932066835	-2.478979412	-2.926530227	0.071428571
SNU668_STOMACH	-3.742784663	-0.013339454	-0.490298793	0.071428571
CORL105_LUNG	-2.853107788	-1.580423304	-1.952339645	0.285714286
GCT_SOFT_TISSUE	-2.974423116	-2.051098441	-2.339645467	0.285714286
LN18_CENTRAL_NERVOUS_SYSTEM	-3.737469663	-3.737469663	-3.737469663	0
RERFLCMS_LUNG	-3.840302551	-2.574853647	-3.007224388	0.071428571
RT112_URINARY_TRACT	-1.736172574	0.636066657	0.165587138	0.5
LOUNH91_LUNG	-3.930822734	-2.441223642	-2.891085622	0.071428571
KNS60_CENTRAL_NERVOUS_SYSTEM	-3.994539004	-3.994539004	-3.994539004	0
ISTMES2_PLEURA	-3.802234881	-3.802234881	-3.802234881	0
SW579_THYROID	-3.222618771	-3.222618771	-3.222618771	0
MDAMB231_BREAST	-3.478183186	-1.939655727	-2.309573431	0.285714286
HCC1588_LUNG	-4.129667714	-4.129667714	-4.129667714	0
HSC3_UPPER_AERODIGESTIVE_TRACT	-0.247016383	1.231545813	0.900670826	0.642857143
MELJUSO_SKIN	-2.434394505	0.138650784	-0.256156762	0.5
NCIH2030_LUNG	-3.83838004	-3.83838004	-3.83838004	0
OVCAR8_OVARY	-1.567087794	-0.040168076	-0.348045714	0.357142857
PC14_LUNG	-4.099056563	-4.099056563	-4.099056563	0
HEC151_ENDOMETRIUM	-4.339245974	-4.339245974	-4.339245974	0
RT4_URINARY_TRACT	-3.607532737	-3.607532737	-3.607532737	0
SKES1_BONE	-3.116013139	-0.549878932	-1.018344495	0.285714286
HT55_LARGE_INTESTINE	-3.038117943	0.450567588	-0.001910569	0.285714286
MKN45_STOMACH	-1.176092581	1.41117682	0.937954997	1
HEP3B217_LIVER	-3.931548892	-3.931548892	-3.931548892	0
HOS_BONE	-2.856249804	-1.94205537	-2.239394823	0.357142857
HUCCT1_BILIARY_TRACT	-2.669213332	-1.453924489	-1.763905689	0.285714286
NCIH292_LUNG	-0.374759786	0.551237996	0.274481683	0.785714286
RERFLCAI_LUNG	-3.237477505	-2.243435125	-2.522298446	0.285714286
LS180_LARGE_INTESTINE	-1.89237064	-1.281004547	-1.514799874	0.714285714
SIMA_AUTONOMIC_GANGLIA	-4.049302566	-4.049302566	-4.049302566	0
CAMA1_BREAST	-3.940981532	-3.940981532	-3.940981532	0
MDAMB436_BREAST	-3.917218614	-3.917218614	-3.917218614	0
NCIH1435_LUNG	-3.873290334	-3.873290334	-3.873290334	0
SNU1196_BILIARY_TRACT	-3.749614083	-2.547201512	-2.9729802	0.071428571
SNU449_LIVER	-3.973129992	-3.973129992	-3.973129992	0
TE9_OESOPHAGUS	-3.823882622	-3.823882622	-3.823882622	0
ABC1_LUNG	-3.719943412	-0.990575793	-1.466080316	0.071428571
NCIH1373_LUNG	-4.085963423	-2.346075072	-2.686886682	0.142857143
EBC1_LUNG	-4.014171476	-0.736439114	-1.213102382	0.071428571
SKMES1_LUNG	-4.176330683	-4.176330683	-4.176330683	0
HCC56_LARGE_INTESTINE	-4.455276739	-4.455276739	-4.455276739	0
OUMS23_LARGE_INTESTINE	-4.230188366	-3.687420597	-3.967773929	0.071428571
DETROIT562_UPPER_AERODIGESTIVE_TRACT	-3.967727896	-3.967727896	-3.967727896	0
PECAPJ49_UPPER_AERODIGESTIVE_TRACT	-3.799855179	-1.830845525	-2.298737205	0.071428571
SW1088_CENTRAL_NERVOUS_SYSTEM	-3.700093398	-3.700093398	-3.700093398	0
BCPAP_THYROID	-3.152567648	-3.152567648	-3.152567648	0
HDQP1_BREAST	-3.878942837	-3.878942837	-3.878942837	0
