Cell_line	CI.05	CI.95	mean	penetrance
KYSE180_OESOPHAGUS	-3.870436253	-0.124737526	-0.601702812	0.071428571
KMRC1_KIDNEY	-4.118759898	-3.023699806	-3.436107441	0.071428571
CALU6_LUNG	-4.350372077	-2.614623767	-3.020974442	0.142857143
GOS3_CENTRAL_NERVOUS_SYSTEM	-3.702918664	-1.906470425	-2.257749439	0.214285714
HUH6_LIVER	-3.707101126	-3.707101126	-3.707101126	0
PK59_PANCREAS	-3.818133835	-1.013170911	-1.488933315	0.071428571
TCCSUP_URINARY_TRACT	-3.860174474	-3.860174474	-3.860174474	0
HS939T_SKIN	-0.889773306	0.070709891	-0.24560135	0.357142857
TOV21G_OVARY	-3.644592126	-2.961939668	-3.288207837	0.071428571
OVTOKO_OVARY	-3.958474934	-3.958474934	-3.958474934	0
TE1_OESOPHAGUS	-3.547631937	-1.418758576	-1.889471677	0.071428571
DANG_PANCREAS	-3.990032899	-1.82569889	-2.29691103	0.071428571
LMSU_STOMACH	-3.51508041	-3.51508041	-3.51508041	0
MSTO211H_PLEURA	-3.886021675	-3.886021675	-3.886021675	0
T47D_BREAST	-4.173252246	-3.237178777	-3.623789354	0.071428571
PC3_PROSTATE	-3.897270218	-3.897270218	-3.897270218	0
VMRCRCZ_KIDNEY	-3.544610746	-3.544610746	-3.544610746	0
RVH421_SKIN	-3.830472953	-3.830472953	-3.830472953	0
JHOS2_OVARY	-4.093381285	-4.093381285	-4.093381285	0
HS852T_SKIN	-3.62509536	-3.62509536	-3.62509536	0
SNU738_CENTRAL_NERVOUS_SYSTEM	-3.784279205	-3.784279205	-3.784279205	0
SKMEL30_SKIN	-3.788766207	-1.598723805	-1.922497586	0.142857143
NCIH522_LUNG	-4.192143911	-4.192143911	-4.192143911	0
PATU8988S_PANCREAS	-4.215076797	-2.007560495	-2.479328486	0.071428571
MFE280_ENDOMETRIUM	-3.986759307	-3.986759307	-3.986759307	0
OVSAHO_OVARY	-3.794630308	-2.124500719	-2.583443239	0.071428571
SNUC4_LARGE_INTESTINE	-4.294761344	-1.662962828	-2.090684029	0.142857143
KPL1_BREAST	-4.148750062	-4.148750062	-4.148750062	0
KYSE520_OESOPHAGUS	-3.422772596	-1.741295071	-2.109027296	0.214285714
COLO792_SKIN	-3.956522167	-3.956522167	-3.956522167	0
SW1990_PANCREAS	-3.726972609	-1.838723145	-2.304752471	0.071428571
HS729_SOFT_TISSUE	-3.856863446	-3.856863446	-3.856863446	0
TE6_OESOPHAGUS	-3.893326669	-3.893326669	-3.893326669	0
NCIH727_LUNG	-4.037850974	-4.037850974	-4.037850974	0
PANC0203_PANCREAS	-3.922436386	-2.329635543	-2.746616885	0.142857143
NCIH358_LUNG	-3.662866428	-3.662866428	-3.662866428	0
HEC59_ENDOMETRIUM	-4.087558496	-4.087558496	-4.087558496	0
HCC1419_BREAST	-3.876125782	-3.876125782	-3.876125782	0
NCIH1792_LUNG	-3.604682018	-3.604682018	-3.604682018	0
NCIH1048_LUNG	-4.187396851	-4.187396851	-4.187396851	0
NCIH1568_LUNG	-3.924758822	-1.165381647	-1.478314146	0.142857143
EFM192A_BREAST	-3.735683443	-3.735683443	-3.735683443	0
MKN7_STOMACH	-3.804184891	-3.804184891	-3.804184891	0
SNU423_LIVER	-3.751500955	-3.751500955	-3.751500955	0
PK45H_PANCREAS	-4.01536953	-4.01536953	-4.01536953	0
ZR751_BREAST	-4.301844204	-1.640150063	-2.115382563	0.071428571
KMRC3_KIDNEY	-4.0841437	-4.0841437	-4.0841437	0
RD_SOFT_TISSUE	-3.811078599	-2.635259098	-2.944237887	0.142857143
NCIH2077_LUNG	-2.567383692	-2.198224045	-2.35055292	0.714285714
CL34_LARGE_INTESTINE	-4.390934182	-4.390934182	-4.390934182	0
NCIH2087_LUNG	-3.62989655	-3.62989655	-3.62989655	0
NCIH1944_LUNG	-3.902731712	-2.658841663	-3.035891	0.142857143
253JBV_URINARY_TRACT	-3.910960349	-1.476536423	-1.95047496	0.071428571
786O_KIDNEY	-3.778272675	-2.683212583	-3.095620218	0.071428571
IGROV1_OVARY	-3.716555762	-3.033903305	-3.360171473	0.071428571
LOVO_LARGE_INTESTINE	-3.756803	-3.074150543	-3.400418711	0.071428571
LOXIMVI_SKIN	-1.475698711	-0.008069993	-0.436106583	0.571428571
SW48_LARGE_INTESTINE	-3.077972971	-3.077972971	-3.077972971	0
HPAC_PANCREAS	-1.554389346	0.087555714	-0.358412191	0.714285714
BXPC3_PANCREAS	-1.068737012	-0.350863614	-0.605842666	0.642857143
HUH7_LIVER	-3.91063418	-3.91063418	-3.91063418	0
KP2_PANCREAS	-3.590368237	-3.590368237	-3.590368237	0
FTC238_THYROID	-3.492889403	-2.810236946	-3.136505114	0.071428571
H4_CENTRAL_NERVOUS_SYSTEM	-3.335459386	-3.335459386	-3.335459386	0
KMBC2_URINARY_TRACT	-2.624732347	-1.654488721	-1.943448013	0.428571429
ONS76_CENTRAL_NERVOUS_SYSTEM	-3.925810383	-1.423797696	-1.893040826	0.142857143
PATU8988T_PANCREAS	-1.896818648	-1.063620459	-1.336795109	0.5
253J_URINARY_TRACT	-3.90472085	-3.222068393	-3.548336561	0.071428571
639V_URINARY_TRACT	-4.171585544	-2.170690988	-2.607956408	0.142857143
CHL1_SKIN	-3.725475901	-2.588161596	-2.94103714	0.142857143
HCT116_LARGE_INTESTINE	-0.143089114	1.201817753	0.89679132	1
KU1919_URINARY_TRACT	-0.565222636	0.402280889	0.049860188	1
HCT15_LARGE_INTESTINE	-4.295748275	-2.559999965	-2.96635064	0.142857143
HT29_LARGE_INTESTINE	-3.285092339	-1.992947794	-2.365354012	0.214285714
MCAS_OVARY	-0.291781325	0.500261404	0.234864984	0.5
SUIT2_PANCREAS	0.125669595	1.127242836	0.826623929	0.857142857
TE8_OESOPHAGUS	-3.994180231	-3.994180231	-3.994180231	0
CJM_SKIN	-3.484846683	-2.802194225	-3.128462394	0.071428571
SNU398_LIVER	-3.901178281	-3.218525823	-3.544793992	0.071428571
SNUC5_LARGE_INTESTINE	-3.069945399	0.185999001	-0.127567157	0.214285714
NCIH1651_LUNG	-3.519653389	-3.519653389	-3.519653389	0
HCC78_LUNG	-3.991299328	-3.991299328	-3.991299328	0
LK2_LUNG	-3.601700793	-1.881501777	-2.264963213	0.214285714
SW780_URINARY_TRACT	-3.637918319	-3.637918319	-3.637918319	0
TE4_OESOPHAGUS	-2.917860903	-2.917860903	-2.917860903	0
RKN_SOFT_TISSUE	-3.766914016	-1.501742548	-1.974172483	0.071428571
WM983B_SKIN	-1.861666086	-1.157578251	-1.403371211	0.357142857
KNS62_LUNG	-3.398533236	-3.398533236	-3.398533236	0
LN229_CENTRAL_NERVOUS_SYSTEM	-0.63502102	-0.069162869	-0.283563814	0.642857143
A673_BONE	-1.211770503	-0.710359867	-0.911907619	0.928571429
DU145_PROSTATE	-3.867323018	-0.860448267	-1.335090584	0.142857143
T98G_CENTRAL_NERVOUS_SYSTEM	-3.846398012	-3.163745555	-3.490013723	0.071428571
COLO783_SKIN	-3.791922639	-3.109270182	-3.43553835	0.071428571
HCC1438_LUNG	-3.569167568	-3.569167568	-3.569167568	0
HCC44_LUNG	-3.671369222	-2.200788598	-2.626946036	0.214285714
JHH5_LIVER	-3.531791206	-3.531791206	-3.531791206	0
NCIH838_LUNG	-3.987488907	-3.987488907	-3.987488907	0
BFTC905_URINARY_TRACT	-3.699563232	-0.866938832	-1.340362604	0.142857143
HEC265_ENDOMETRIUM	-3.691712173	-3.009059715	-3.335327884	0.071428571
HSC2_UPPER_AERODIGESTIVE_TRACT	-3.364853607	-1.286403893	-1.628639918	0.214285714
OC314_OVARY	-2.904070301	-1.716991219	-2.098288817	0.428571429
OE33_OESOPHAGUS	-4.120708766	-1.692422332	-2.160223378	0.142857143
FADU_UPPER_AERODIGESTIVE_TRACT	-3.916038611	-1.949545143	-2.417383764	0.071428571
MG63_BONE	-3.684815584	-0.69626385	-1.141376426	0.142857143
NB1_AUTONOMIC_GANGLIA	-2.005475172	-1.311742795	-1.55150218	0.5
SF126_CENTRAL_NERVOUS_SYSTEM	-3.37003271	-3.37003271	-3.37003271	0
SNU1066_UPPER_AERODIGESTIVE_TRACT	-3.69044995	-1.47277712	-1.809404525	0.142857143
CAL120_BREAST	-3.971903836	-3.971903836	-3.971903836	0
LXF289_LUNG	-3.809159365	-3.809159365	-3.809159365	0
MEWO_SKIN	-1.234059381	-0.293725798	-0.604149418	0.428571429
SNGM_ENDOMETRIUM	-4.079818679	-3.397166221	-3.72343439	0.071428571
TT_OESOPHAGUS	-3.987215451	-3.304562994	-3.630831162	0.071428571
ECGI10_OESOPHAGUS	-4.128944602	-3.446292145	-3.772560313	0.071428571
JMSU1_URINARY_TRACT	-1.714077449	-1.034895844	-1.283231504	0.642857143
CFPAC1_PANCREAS	-1.678509533	-1.019637018	-1.256061615	0.357142857
ACHN_KIDNEY	-2.220497897	0.110674976	-0.356290681	0.214285714
CAL51_BREAST	-0.962841142	-0.359763418	-0.587317888	0.928571429
HCC15_LUNG	-3.658223592	-0.753897206	-1.229937158	0.071428571
KMRC20_KIDNEY	-4.159736017	-3.47708356	-3.803351728	0.071428571
NCIH1648_LUNG	-4.08589078	-3.149817311	-3.536427888	0.071428571
MHHNB11_AUTONOMIC_GANGLIA	-3.031145485	-3.031145485	-3.031145485	0
K029AX_SKIN	-1.576893637	0.331470661	-0.124614683	0.5
T3M10_LUNG	-1.046410418	0.381431227	-0.043215993	0.928571429
NCIH2122_LUNG	-3.869241494	-2.873469464	-3.186589037	0.142857143
HCC95_LUNG	-4.026339276	-3.343686819	-3.669954987	0.071428571
MDAMB468_BREAST	-3.946323971	-3.263671514	-3.589939682	0.071428571
HCC1195_LUNG	-3.799995523	-3.799995523	-3.799995523	0
EN_ENDOMETRIUM	-4.19163167	-4.19163167	-4.19163167	0
TE5_OESOPHAGUS	-3.932066835	-3.249414377	-3.575682545	0.071428571
SNU668_STOMACH	-3.742784663	-3.742784663	-3.742784663	0
CORL105_LUNG	-1.892670459	-1.083371214	-1.36095411	0.285714286
GCT_SOFT_TISSUE	-4.129076167	-1.964742157	-2.42489908	0.142857143
LN18_CENTRAL_NERVOUS_SYSTEM	-3.737469663	-3.737469663	-3.737469663	0
RERFLCMS_LUNG	-3.840302551	-2.904229082	-3.290839659	0.071428571
RT112_URINARY_TRACT	-3.476060925	-1.088799303	-1.469688744	0.142857143
LOUNH91_LUNG	-3.930822734	-3.930822734	-3.930822734	0
KNS60_CENTRAL_NERVOUS_SYSTEM	-3.994539004	-3.994539004	-3.994539004	0
ISTMES2_PLEURA	-3.802234881	-3.802234881	-3.802234881	0
SW579_THYROID	-3.222618771	-3.222618771	-3.222618771	0
MDAMB231_BREAST	-4.446594008	-1.288385423	-1.673963177	0.142857143
HCC1588_LUNG	-4.129667714	-4.129667714	-4.129667714	0
HSC3_UPPER_AERODIGESTIVE_TRACT	-1.302732716	-0.721323314	-0.941714378	0.571428571
MELJUSO_SKIN	-0.604918769	0.318550966	-0.002724893	0.785714286
NCIH2030_LUNG	-2.019721475	-1.245686663	-1.486487403	0.285714286
OVCAR8_OVARY	-0.84447507	1.1854844	0.833131407	0.571428571
PC14_LUNG	-4.099056563	-1.525105179	-1.999915928	0.071428571
HEC151_ENDOMETRIUM	-4.339245974	-3.656593517	-3.982861685	0.071428571
RT4_URINARY_TRACT	-3.607532737	-3.607532737	-3.607532737	0
SKES1_BONE	-3.536262732	-1.811457545	-2.167169539	0.214285714
HT55_LARGE_INTESTINE	-4.04365455	-1.778483082	-2.242101036	0.142857143
MKN45_STOMACH	-0.783509977	0.440577789	0.15736615	1
HEP3B217_LIVER	-3.931548892	-3.931548892	-3.931548892	0
HOS_BONE	-2.799715785	-1.903057431	-2.183937941	0.357142857
HUCCT1_BILIARY_TRACT	-1.115626364	-0.40856483	-0.656835956	0.642857143
NCIH292_LUNG	-0.490658746	0.250879677	-0.005262084	0.714285714
RERFLCAI_LUNG	-3.592835322	-1.448949078	-1.911357797	0.214285714
LS180_LARGE_INTESTINE	-1.697647727	0.198930107	-0.257357071	0.857142857
SIMA_AUTONOMIC_GANGLIA	-4.049302566	-4.049302566	-4.049302566	0
CAMA1_BREAST	-3.940981532	-3.940981532	-3.940981532	0
MDAMB436_BREAST	-3.917218614	-3.917218614	-3.917218614	0
NCIH1435_LUNG	-3.873290334	-1.376525216	-1.850887995	0.071428571
SNU1196_BILIARY_TRACT	-3.749614083	-3.749614083	-3.749614083	0
SNU449_LIVER	-3.973129992	-3.973129992	-3.973129992	0
TE9_OESOPHAGUS	-3.823882622	-3.823882622	-3.823882622	0
ABC1_LUNG	-3.719943412	-0.54369591	-1.013671394	0.142857143
NCIH1373_LUNG	-4.085963423	-1.888846872	-2.350215112	0.142857143
EBC1_LUNG	-4.014171476	-4.014171476	-4.014171476	0
SKMES1_LUNG	-2.660498466	-1.075906541	-1.41407919	0.214285714
HCC56_LARGE_INTESTINE	-4.455276739	-3.772624282	-4.09889245	0.071428571
OUMS23_LARGE_INTESTINE	-4.230188366	-4.230188366	-4.230188366	0
