Cell_line	CI.05	CI.95	mean	penetrance
GCIY_STOMACH	-4.050013295	-4.050013295	-4.050013295	0
SNU213_PANCREAS	-3.255913177	-2.033547829	-2.322188909	0.285714286
SF539_CENTRAL_NERVOUS_SYSTEM	-3.531791206	-3.531791206	-3.531791206	0
YD8_UPPER_AERODIGESTIVE_TRACT	-3.881741737	-3.881741737	-3.881741737	0
HARA_LUNG	-2.653137901	-1.225892875	-1.645445356	0.357142857
MHHES1_BONE	-3.52178883	-2.832802215	-3.095995736	0.142857143
MELHO_SKIN	-0.542637789	1.027791171	0.593699368	0.785714286
U251MG_CENTRAL_NERVOUS_SYSTEM	-3.854022892	-3.076105841	-3.428229797	0.071428571
JIMT1_BREAST	-3.680587499	-1.987722393	-2.447573911	0.071428571
PANC1005_PANCREAS	-3.833471246	-3.833471246	-3.833471246	0
NCIH1703_LUNG	-3.595341992	-3.595341992	-3.595341992	0
KYSE410_OESOPHAGUS	-3.707448561	-2.131764963	-2.488768875	0.142857143
HT144_SKIN	-2.980224989	-2.047600429	-2.343452795	0.357142857
SNU601_STOMACH	-3.583723665	-3.583723665	-3.583723665	0
LS411N_LARGE_INTESTINE	-3.950015023	-3.950015023	-3.950015023	0
U2OS_BONE	-3.554847537	-3.554847537	-3.554847537	0
22RV1_PROSTATE	-3.824015414	-2.721611931	-3.135028798	0.071428571
OE19_OESOPHAGUS	-3.980970466	-2.595038361	-3.037834911	0.071428571
SH4_SKIN	-2.078351099	-1.597802429	-1.787790736	0.571428571
NCIH661_LUNG	-3.981894497	-3.981894497	-3.981894497	0
LC1SQSF_LUNG	-3.841707003	-3.841707003	-3.841707003	0
JHH1_LIVER	-3.809159365	-3.809159365	-3.809159365	0
NCIH28_PLEURA	-3.423945854	-3.423945854	-3.423945854	0
GMS10_CENTRAL_NERVOUS_SYSTEM	-3.684449554	-3.684449554	-3.684449554	0
HEYA8_OVARY	1.365908393	2.040261267	1.800251768	1
RKO_LARGE_INTESTINE	-2.456392247	-1.485438606	-1.774111099	0.5
CAL62_THYROID	-1.212944106	-0.427805888	-0.693476297	1
HLF_LIVER	-3.322593535	-3.322593535	-3.322593535	0
T24_URINARY_TRACT	-2.91899003	-2.37147076	-2.580593693	0.5
ES2_OVARY	2.269982059	2.509871264	2.403325242	1
YD15_SALIVARY_GLAND	-1.877134562	-0.142313229	-0.588070187	0.571428571
KYSE70_OESOPHAGUS	-4.008565372	-4.008565372	-4.008565372	0
KP4_PANCREAS	-2.168662744	-1.162618586	-1.499866483	0.571428571
A2780_OVARY	-0.70624152	-0.338981763	-0.49706735	1
AGS_STOMACH	-3.225724197	-2.576755557	-2.820281561	0.642857143
ISHIKAWAHERAKLIO02ER_ENDOMETRIUM	-4.021984571	-2.392170321	-2.849384454	0.071428571
HGC27_STOMACH	-3.645394147	-3.645394147	-3.645394147	0
647V_URINARY_TRACT	-4.072463246	-2.868606747	-3.256091914	0.142857143
CAL12T_LUNG	-3.778420169	-3.778420169	-3.778420169	0
L33_PANCREAS	-2.861300478	-1.918659503	-2.211504771	0.285714286
SF295_CENTRAL_NERVOUS_SYSTEM	-3.617044793	-3.617044793	-3.617044793	0
UO31_KIDNEY	-3.751814638	-3.751814638	-3.751814638	0
YD10B_UPPER_AERODIGESTIVE_TRACT	-3.910851653	-2.361576602	-2.738251536	0.142857143
DMS273_LUNG	0.873257258	1.195868166	1.059453051	1
G361_SKIN	-1.378570828	-0.648466453	-0.898180331	0.714285714
OAW42_OVARY	-3.610798943	-3.610798943	-3.610798943	0
HMC18_BREAST	-1.687442794	-1.076586849	-1.299475944	0.714285714
CAL54_KIDNEY	-3.424612461	-3.424612461	-3.424612461	0
MIAPACA2_PANCREAS	-3.620097622	-2.532058344	-2.842034217	0.214285714
SW620_LARGE_INTESTINE	-0.709183296	0.017475377	-0.225272261	1
SKHEP1_LIVER	1.081769695	1.967131535	1.637343187	1
SW480_LARGE_INTESTINE	-4.022825413	-2.555735465	-3.004194205	0.071428571
YKG1_CENTRAL_NERVOUS_SYSTEM	-3.98584558	-3.98584558	-3.98584558	0
J82_URINARY_TRACT	-3.788478117	-3.788478117	-3.788478117	0
KYSE30_OESOPHAGUS	-2.889331706	-2.103598897	-2.374112162	0.428571429
NCIH2172_LUNG	-3.950610627	-3.950610627	-3.950610627	0
G401_SOFT_TISSUE	-3.570835643	-3.570835643	-3.570835643	0
SNU407_LARGE_INTESTINE	-1.119939741	-0.434960762	-0.67384661	0.571428571
AN3CA_ENDOMETRIUM	-3.68389993	-3.68389993	-3.68389993	0
PLCPRF5_LIVER	-3.712627015	-3.712627015	-3.712627015	0
YAPC_PANCREAS	-0.981298282	-0.392145243	-0.612827859	0.642857143
SCABER_URINARY_TRACT	-2.611766635	-1.560561272	-1.874554529	0.357142857
G292CLONEA141B1_BONE	-3.433839094	-3.433839094	-3.433839094	0
JHH4_LIVER	-3.714510416	-3.714510416	-3.714510416	0
HS766T_PANCREAS	-0.828111822	-0.538435584	-0.664470015	1
SW837_LARGE_INTESTINE	-3.887630175	-3.003267978	-3.379668497	0.071428571
KURAMOCHI_OVARY	-3.799995523	-2.478043895	-2.915633326	0.071428571
YH13_CENTRAL_NERVOUS_SYSTEM	-3.301888387	-3.301888387	-3.301888387	0
NCIH2052_PLEURA	-3.363181296	-3.363181296	-3.363181296	0
COLO679_SKIN	-3.737145442	-3.737145442	-3.737145442	0
A704_KIDNEY	-3.573207546	-3.573207546	-3.573207546	0
NCIH596_LUNG	-3.533608884	-3.533608884	-3.533608884	0
KP3_PANCREAS	-1.919959549	-1.596032705	-1.735255742	1
SKUT1_SOFT_TISSUE	-2.269413747	-1.529150236	-1.783066814	0.357142857
42MGBA_CENTRAL_NERVOUS_SYSTEM	-3.913560923	-3.913560923	-3.913560923	0
A375_SKIN	-0.659036383	-0.201785963	-0.384344599	1
FTC133_THYROID	-2.693512181	-1.971372654	-2.214075904	0.357142857
HT1080_SOFT_TISSUE	0.344275432	0.954154842	0.722666813	1
SNU1077_ENDOMETRIUM	-3.475764983	-3.475764983	-3.475764983	0
JHOC5_OVARY	-3.776054241	-2.334368296	-2.781159369	0.071428571
NCIH1299_LUNG	-3.755084573	-2.261398584	-2.570181145	0.214285714
PANC1_PANCREAS	-2.717295486	-2.167424933	-2.375875847	0.5
SNU1076_UPPER_AERODIGESTIVE_TRACT	-1.511308552	-0.775428726	-1.026886927	0.357142857
IGR37_SKIN	0.659361312	2.008018587	1.583172683	1
JHH6_LIVER	-3.919675581	-3.919675581	-3.919675581	0
NCIH460_LUNG	1.805903046	2.07132582	1.954306025	1
SJSA1_BONE	-1.759887688	-1.207962272	-1.420223677	0.642857143
A2058_SKIN	0.173298115	0.670237825	0.471375318	1
ACCMESO1_PLEURA	-3.69081096	-3.69081096	-3.69081096	0
VMCUB1_URINARY_TRACT	-3.18490908	-2.634593006	-2.837707084	0.357142857
YD38_UPPER_AERODIGESTIVE_TRACT	-3.020192431	-2.090797256	-2.403391097	0.428571429
BFTC909_KIDNEY	-4.330648235	-3.360862391	-3.753618467	0.071428571
DAOY_CENTRAL_NERVOUS_SYSTEM	-4.267325048	-3.164921565	-3.578338432	0.071428571
EFO27_OVARY	-3.876831761	-3.09891471	-3.451038666	0.071428571
IGR1_SKIN	-1.789426193	-0.010407027	-0.455174186	0.642857143
LI7_LIVER	-3.757112879	-3.757112879	-3.757112879	0
OVK18_OVARY	-4.088137073	-3.11835123	-3.511107306	0.071428571
SBC5_LUNG	-2.291802125	-1.39942677	-1.687265892	0.428571429
TOV112D_OVARY	-3.865033764	-3.865033764	-3.865033764	0
KELLY_AUTONOMIC_GANGLIA	-3.624254925	-3.624254925	-3.624254925	0
PATU8902_PANCREAS	-0.815411091	-0.061665156	-0.334722189	0.857142857
TT2609C02_THYROID	-4.107432801	-2.692729695	-3.137646958	0.071428571
QGP1_PANCREAS	-2.518054158	-1.889845631	-2.126668034	0.642857143
SW1710_URINARY_TRACT	-4.108744349	-4.108744349	-4.108744349	0
BECKER_CENTRAL_NERVOUS_SYSTEM	-3.82014788	-3.82014788	-3.82014788	0
NCIH520_LUNG	-2.404087677	-1.144461127	-1.509144946	0.285714286
SNU685_ENDOMETRIUM	-3.810120042	-3.810120042	-3.810120042	0
SW1353_BONE	-3.409015511	-3.409015511	-3.409015511	0
A101D_SKIN	-3.052385783	-2.388377053	-2.6310163	0.428571429
BHT101_THYROID	-0.80931283	0.626507307	0.213986955	0.714285714
HEC1B_ENDOMETRIUM	-0.878523525	-0.255144425	-0.494653332	0.928571429
SNU61_LARGE_INTESTINE	-3.890829412	-2.630493699	-2.976087064	0.142857143
SNU886_LIVER	-3.593539937	-3.593539937	-3.593539937	0
SW1573_LUNG	-2.174885147	-1.066143552	-1.36486202	0.428571429
G402_SOFT_TISSUE	-4.243277472	-4.243277472	-4.243277472	0
PECAPJ15_UPPER_AERODIGESTIVE_TRACT	-4.019959884	-3.59416679	-3.828174714	0.071428571
RL952_ENDOMETRIUM	-2.388652787	-1.239800512	-1.549761396	0.285714286
CADOES1_BONE	-1.57508321	-0.667363897	-0.968518265	0.642857143
COLO668_LUNG	-3.284766678	-3.284766678	-3.284766678	0
LS513_LARGE_INTESTINE	-4.167149647	-4.167149647	-4.167149647	0
RMGI_OVARY	-3.922648031	-2.881510842	-3.286042113	0.071428571
VMRCRCW_KIDNEY	-4.056280279	-1.760626472	-2.124874213	0.142857143
CAKI1_KIDNEY	-4.06022879	-4.06022879	-4.06022879	0
OV7_OVARY	-2.993282	-2.993282	-2.993282	0
BEN_LUNG	-3.683166014	-3.683166014	-3.683166014	0
MKN1_STOMACH	-3.759737956	-3.759737956	-3.759737956	0
LCLC103H_LUNG	-3.517216322	-2.025983486	-2.46567748	0.285714286
NCIH1573_LUNG	-3.429714143	-0.850798275	-1.321620291	0.214285714
DBTRG05MG_CENTRAL_NERVOUS_SYSTEM	-3.549282589	-1.855501056	-2.297962181	0.214285714
PECAPJ41CLONED2_UPPER_AERODIGESTIVE_TRACT	-1.074971663	-0.66830711	-0.831523954	0.785714286
HCC4006_LUNG	-3.511823186	-3.511823186	-3.511823186	0
NCIH1581_LUNG	-3.504957813	-3.504957813	-3.504957813	0
CALU1_LUNG	-2.999530949	-2.999530949	-2.999530949	0
NUGC4_STOMACH	-1.617535752	0.55255465	0.091780011	0.428571429
NCIH1563_LUNG	-4.057677974	-4.057677974	-4.057677974	0
JHUEM2_ENDOMETRIUM	-2.397069196	-0.546040612	-0.993870196	0.357142857
JHOM1_OVARY	-4.184048558	-4.184048558	-4.184048558	0
SKOV3_OVARY	-3.402713239	-2.3452701	-2.655906216	0.214285714
SKNBE2_AUTONOMIC_GANGLIA	-3.332264859	-1.806452761	-2.168277627	0.214285714
LUDLU1_LUNG	-3.857355564	-3.857355564	-3.857355564	0
HCC1359_LUNG	-4.003501165	-4.003501165	-4.003501165	0
PK1_PANCREAS	-3.486144295	-2.376494286	-2.70808089	0.214285714
SNU466_CENTRAL_NERVOUS_SYSTEM	-3.944315669	-3.944315669	-3.944315669	0
SKLU1_LUNG	-3.805433862	-3.805433862	-3.805433862	0
NCIH1838_LUNG	-4.142991866	-3.101854678	-3.506385948	0.071428571
SNU245_BILIARY_TRACT	-4.235883094	-4.235883094	-4.235883094	0
MKN74_STOMACH	-3.818402914	-3.818402914	-3.818402914	0
KYSE180_OESOPHAGUS	-2.002787927	-0.997008913	-1.31187468	0.5
KMRC1_KIDNEY	-4.118759898	-4.118759898	-4.118759898	0
CALU6_LUNG	-4.026008886	-3.466009881	-3.713766159	0.214285714
GOS3_CENTRAL_NERVOUS_SYSTEM	-4.059302953	-3.633509858	-3.867517782	0.071428571
HUH6_LIVER	-3.707101126	-3.707101126	-3.707101126	0
PK59_PANCREAS	-2.96643789	-1.802307813	-2.12526873	0.214285714
TCCSUP_URINARY_TRACT	-3.860174474	-3.860174474	-3.860174474	0
HS939T_SKIN	-1.158598511	-0.137746103	-0.432105753	0.785714286
TOV21G_OVARY	-3.136630449	-2.300249898	-2.603454937	0.214285714
OVTOKO_OVARY	-3.958474934	-3.958474934	-3.958474934	0
TE1_OESOPHAGUS	-3.547631937	-3.547631937	-3.547631937	0
DANG_PANCREAS	-1.060100637	-0.495788236	-0.710824306	0.928571429
LMSU_STOMACH	-3.51508041	-1.540693304	-1.986722067	0.142857143
MSTO211H_PLEURA	-3.886021675	-3.886021675	-3.886021675	0
T47D_BREAST	-3.258509898	-2.412603577	-2.682162538	0.285714286
PC3_PROSTATE	-3.897270218	-2.149358225	-2.542151211	0.142857143
VMRCRCZ_KIDNEY	-3.544610746	-3.544610746	-3.544610746	0
RVH421_SKIN	-3.638687783	-1.256207576	-1.664749803	0.214285714
JHOS2_OVARY	-4.093381285	-4.093381285	-4.093381285	0
HS852T_SKIN	-3.117133683	-2.339055134	-2.606464153	0.214285714
SNU738_CENTRAL_NERVOUS_SYSTEM	-3.784279205	-3.784279205	-3.784279205	0
SKMEL30_SKIN	-2.747629018	-1.629678671	-1.995873436	0.285714286
NCIH522_LUNG	-4.192143911	-4.192143911	-4.192143911	0
PATU8988S_PANCREAS	-3.220181925	-2.41068406	-2.679633693	0.5
MFE280_ENDOMETRIUM	-3.986759307	-3.986759307	-3.986759307	0
OVSAHO_OVARY	-3.794630308	-3.794630308	-3.794630308	0
SNUC4_LARGE_INTESTINE	-3.970398153	-2.150985353	-2.587466709	0.214285714
KPL1_BREAST	-4.148750062	-3.086215957	-3.370833011	0.142857143
KYSE520_OESOPHAGUS	-1.879978694	-1.196616572	-1.443867312	0.571428571
COLO792_SKIN	-3.956522167	-3.530729073	-3.764736997	0.071428571
SW1990_PANCREAS	-3.726972609	-1.789955467	-2.138663496	0.142857143
HS729_SOFT_TISSUE	-3.856863446	-3.856863446	-3.856863446	0
TE6_OESOPHAGUS	-3.893326669	-3.893326669	-3.893326669	0
NCIH727_LUNG	-4.037850974	-4.037850974	-4.037850974	0
PANC0203_PANCREAS	-2.952650542	-2.254739888	-2.498551462	0.357142857
NCIH358_LUNG	-2.474356989	-1.798500738	-2.038744106	0.428571429
HEC59_ENDOMETRIUM	-4.087558496	-4.087558496	-4.087558496	0
HCC1419_BREAST	-3.876125782	-3.876125782	-3.876125782	0
NCIH1792_LUNG	-3.604682018	-3.604682018	-3.604682018	0
NCIH1048_LUNG	-4.187396851	-2.236661219	-2.673564478	0.142857143
NCIH1568_LUNG	-3.288152904	-2.38234468	-2.66442311	0.285714286
EFM192A_BREAST	-3.735683443	-3.735683443	-3.735683443	0
MKN7_STOMACH	-3.804184891	-3.804184891	-3.804184891	0
SNU423_LIVER	-3.751500955	-3.751500955	-3.751500955	0
PK45H_PANCREAS	-2.610046562	-2.107162095	-2.30336966	0.571428571
ZR751_BREAST	-4.301844204	-2.979892576	-3.417482008	0.071428571
KMRC3_KIDNEY	-4.0841437	-4.0841437	-4.0841437	0
RD_SOFT_TISSUE	-3.122091983	-1.110079007	-1.565845388	0.357142857
NCIH2077_LUNG	-1.47138354	-0.740382392	-0.988710303	0.785714286
CL34_LARGE_INTESTINE	-4.390934182	-4.390934182	-4.390934182	0
NCIH2087_LUNG	-3.62989655	-3.62989655	-3.62989655	0
NCIH1944_LUNG	-3.902731712	-1.7894386	-2.109838941	0.142857143
253JBV_URINARY_TRACT	-3.910960349	-3.910960349	-3.910960349	0
786O_KIDNEY	-2.926576731	-2.202589077	-2.444981466	0.285714286
IGROV1_OVARY	-3.716555762	-2.430515536	-2.832193566	0.142857143
LOVO_LARGE_INTESTINE	-3.756803	-3.756803	-3.756803	0
LOXIMVI_SKIN	0.616010038	1.668086239	1.382329167	0.928571429
SW48_LARGE_INTESTINE	-3.077972971	-3.077972971	-3.077972971	0
HPAC_PANCREAS	-0.918743605	-0.483319031	-0.66905846	1
BXPC3_PANCREAS	-1.248322109	-0.788428789	-0.971072825	0.857142857
HUH7_LIVER	-3.91063418	-3.91063418	-3.91063418	0
KP2_PANCREAS	-3.590368237	-3.590368237	-3.590368237	0
FTC238_THYROID	-3.492889403	-2.856283485	-3.168526212	0.071428571
H4_CENTRAL_NERVOUS_SYSTEM	-3.335459386	-3.335459386	-3.335459386	0
KMBC2_URINARY_TRACT	-3.816201372	-3.145669691	-3.404840411	0.285714286
ONS76_CENTRAL_NERVOUS_SYSTEM	-3.289204465	-2.41197801	-2.692796796	0.214285714
PATU8988T_PANCREAS	-1.45053638	-1.070502888	-1.231129831	0.928571429
253J_URINARY_TRACT	-3.90472085	-3.90472085	-3.90472085	0
639V_URINARY_TRACT	-4.171585544	-3.745792449	-3.979800373	0.071428571
CHL1_SKIN	-2.013476031	-1.558109568	-1.736007711	0.642857143
HCT116_LARGE_INTESTINE	-0.028444983	0.474419391	0.271752153	1
KU1919_URINARY_TRACT	-0.667504905	-0.156404975	-0.362981048	1
HCT15_LARGE_INTESTINE	-4.295748275	-1.855994291	-2.326506862	0.142857143
HT29_LARGE_INTESTINE	-0.451601232	-0.121593469	-0.261683696	1
MCAS_OVARY	-1.818212535	-0.930469335	-1.25363306	0.785714286
SUIT2_PANCREAS	0.634109135	1.037068777	0.868459028	1
TE8_OESOPHAGUS	-3.994180231	-3.994180231	-3.994180231	0
CJM_SKIN	-2.795860067	-1.507909413	-1.822363794	0.214285714
SNU398_LIVER	-3.901178281	-3.901178281	-3.901178281	0
SNUC5_LARGE_INTESTINE	-0.687631016	0.136544226	-0.138110482	0.642857143
NCIH1651_LUNG	-3.519653389	-3.519653389	-3.519653389	0
HCC78_LUNG	-3.565506234	-2.470143241	-2.818699211	0.214285714
LK2_LUNG	-1.900190812	-0.996470356	-1.323328773	0.642857143
SW780_URINARY_TRACT	-3.637918319	-0.272836083	-0.749582757	0.071428571
TE4_OESOPHAGUS	-2.917860903	-2.917860903	-2.917860903	0
RKN_SOFT_TISSUE	-3.766914016	-2.610828256	-2.950542684	0.142857143
WM983B_SKIN	-2.804720961	-1.961567779	-2.248806852	0.428571429
KNS62_LUNG	-3.398533236	-3.398533236	-3.398533236	0
LN229_CENTRAL_NERVOUS_SYSTEM	-3.02936892	-2.048438399	-2.359770105	0.285714286
A673_BONE	-1.491004624	-0.123828528	-0.526460086	0.714285714
DU145_PROSTATE	-2.016341764	-0.960072937	-1.313450764	0.642857143
T98G_CENTRAL_NERVOUS_SYSTEM	-3.846398012	-3.846398012	-3.846398012	0
COLO783_SKIN	-3.791922639	-3.791922639	-3.791922639	0
HCC1438_LUNG	-3.569167568	-3.569167568	-3.569167568	0
HCC44_LUNG	-4.027753511	-2.965219407	-3.24983646	0.142857143
JHH5_LIVER	-3.531791206	-3.531791206	-3.531791206	0
NCIH838_LUNG	-3.987488907	-3.987488907	-3.987488907	0
BFTC905_URINARY_TRACT	-3.699563232	-3.699563232	-3.699563232	0
HEC265_ENDOMETRIUM	-3.691712173	-3.691712173	-3.691712173	0
HSC2_UPPER_AERODIGESTIVE_TRACT	-2.667427025	-1.648992152	-1.945075086	0.214285714
OC314_OVARY	-2.930056488	-1.484407208	-1.881697608	0.285714286
OE33_OESOPHAGUS	-4.120708766	-2.360060097	-2.798757138	0.142857143
FADU_UPPER_AERODIGESTIVE_TRACT	-3.916038611	-3.031676414	-3.339008843	0.142857143
MG63_BONE	-3.684815584	-3.684815584	-3.684815584	0
NB1_AUTONOMIC_GANGLIA	-1.595315984	-0.799668789	-1.053019155	0.785714286
SF126_CENTRAL_NERVOUS_SYSTEM	-3.37003271	-3.37003271	-3.37003271	0
SNU1066_UPPER_AERODIGESTIVE_TRACT	-2.357158741	-1.129231326	-1.511752195	0.357142857
CAL120_BREAST	-3.971903836	-3.971903836	-3.971903836	0
LXF289_LUNG	-3.809159365	-3.809159365	-3.809159365	0
MEWO_SKIN	-1.664261296	-1.186867033	-1.374502636	0.857142857
SNGM_ENDOMETRIUM	-2.382090266	-1.364188657	-1.692115863	0.5
TT_OESOPHAGUS	-3.987215451	-3.987215451	-3.987215451	0
ECGI10_OESOPHAGUS	-4.128944602	-3.703151508	-3.937159432	0.071428571
JMSU1_URINARY_TRACT	-0.470692376	-0.155985087	-0.287133054	0.928571429
CFPAC1_PANCREAS	-1.650823655	-1.113640253	-1.321611945	0.785714286
ACHN_KIDNEY	-0.967913911	-0.259941285	-0.520895775	0.928571429
CAL51_BREAST	-2.38164886	-1.486925663	-1.777998618	0.571428571
HCC15_LUNG	-3.658223592	-3.658223592	-3.658223592	0
KMRC20_KIDNEY	-4.159736017	-2.873695791	-3.308040073	0.071428571
NCIH1648_LUNG	-3.577929103	-2.183681934	-2.594801072	0.214285714
MHHNB11_AUTONOMIC_GANGLIA	-3.031145485	-3.031145485	-3.031145485	0
K029AX_SKIN	0.172607564	0.996742321	0.698234281	1
T3M10_LUNG	0.083713748	0.758938253	0.488328481	1
NCIH2122_LUNG	-3.4434484	-1.165848565	-1.633712007	0.285714286
HCC95_LUNG	-4.026339276	-4.026339276	-4.026339276	0
MDAMB468_BREAST	-3.946323971	-2.672945858	-3.003188416	0.142857143
HCC1195_LUNG	-3.799995523	-3.799995523	-3.799995523	0
EN_ENDOMETRIUM	-4.19163167	-4.19163167	-4.19163167	0
TE5_OESOPHAGUS	-3.932066835	-2.890929646	-3.295460917	0.071428571
SNU668_STOMACH	-3.742784663	-2.701647475	-3.106178745	0.071428571
CORL105_LUNG	-0.972089942	-0.631161081	-0.775972508	1
GCT_SOFT_TISSUE	-3.11044496	-1.890751992	-2.268018113	0.357142857
LN18_CENTRAL_NERVOUS_SYSTEM	-3.737469663	-3.737469663	-3.737469663	0
RERFLCMS_LUNG	-3.51593936	-2.821671344	-3.0623855	0.285714286
RT112_URINARY_TRACT	-3.476060925	-2.591698729	-2.899031157	0.142857143
LOUNH91_LUNG	-3.930822734	-3.930822734	-3.930822734	0
KNS60_CENTRAL_NERVOUS_SYSTEM	-3.994539004	-3.994539004	-3.994539004	0
ISTMES2_PLEURA	-3.802234881	-3.802234881	-3.802234881	0
SW579_THYROID	-3.222618771	-3.222618771	-3.222618771	0
MDAMB231_BREAST	-2.462094884	-1.924864931	-2.124884274	0.785714286
HCC1588_LUNG	-4.129667714	-3.245305518	-3.621706037	0.071428571
HSC3_UPPER_AERODIGESTIVE_TRACT	-0.714552622	-0.155021154	-0.380678758	1
MELJUSO_SKIN	-0.631930321	0.099307377	-0.188177151	1
NCIH2030_LUNG	-2.605366453	-1.778380618	-2.069443149	0.428571429
OVCAR8_OVARY	-1.479027381	-0.95996273	-1.167054779	0.714285714
PC14_LUNG	-1.197515821	-0.753876627	-0.934522097	0.928571429
HEC151_ENDOMETRIUM	-4.339245974	-2.437037129	-2.897560029	0.142857143
RT4_URINARY_TRACT	-3.607532737	-3.607532737	-3.607532737	0
SKES1_BONE	-2.28606225	-1.021484499	-1.384921497	0.214285714
HT55_LARGE_INTESTINE	-4.04365455	-2.887568789	-3.307930398	0.071428571
MKN45_STOMACH	-0.392046198	0.179727115	-0.035643667	1
HEP3B217_LIVER	-3.931548892	-3.931548892	-3.931548892	0
HOS_BONE	-4.010902854	-3.374296936	-3.686539664	0.071428571
HUCCT1_BILIARY_TRACT	-2.134069594	-1.753970776	-1.910274373	0.785714286
NCIH292_LUNG	-2.438926006	-1.872427093	-2.079436422	0.642857143
RERFLCAI_LUNG	-2.516342979	-1.606200232	-1.902006942	0.428571429
LS180_LARGE_INTESTINE	-0.564579266	0.278494146	-0.030332226	0.928571429
SIMA_AUTONOMIC_GANGLIA	-4.049302566	-4.049302566	-4.049302566	0
CAMA1_BREAST	-3.940981532	-3.940981532	-3.940981532	0
MDAMB436_BREAST	-3.917218614	-3.917218614	-3.917218614	0
NCIH1435_LUNG	-2.249168012	-1.524832702	-1.798833826	0.642857143
SNU1196_BILIARY_TRACT	-3.749614083	-3.749614083	-3.749614083	0
SNU449_LIVER	-3.973129992	-3.973129992	-3.973129992	0
TE9_OESOPHAGUS	-3.823882622	-1.571848569	-2.015723252	0.142857143
ABC1_LUNG	-0.731269057	-0.239196011	-0.430462003	0.785714286
NCIH1373_LUNG	-1.785454417	-1.447865519	-1.591161994	0.928571429
EBC1_LUNG	-4.014171476	-2.241149044	-2.703863465	0.071428571
SKMES1_LUNG	-4.176330683	-2.563821023	-3.020244922	0.071428571
HCC56_LARGE_INTESTINE	-4.455276739	-4.455276739	-4.455276739	0
OUMS23_LARGE_INTESTINE	-4.230188366	-4.230188366	-4.230188366	0
DETROIT562_UPPER_AERODIGESTIVE_TRACT	-3.967727896	-2.077770664	-2.508941926	0.142857143
PECAPJ49_UPPER_AERODIGESTIVE_TRACT	-3.799855179	-3.374062084	-3.608070008	0.071428571
